timestamp,rx_packets,tx_packets
23:43:55.012508,37956429723,65758804819
23:43:56.025384,37956512988,65758888115
23:43:57.038419,37956595516,65758971411
23:43:58.051307,37956678812,65759054707
23:43:59.064498,37956762108,65759138003
23:44:00.077723,37956845436,65759221331
23:44:01.090716,37956928700,65759304595
23:44:02.103478,37957011996,65759387891
23:44:03.117067,37957321340,65759695411
23:44:04.130139,37957566748,65760111411
23:44:05.143697,37957651644,65760527667
23:44:06.156612,37957738108,65760943603
23:44:07.169669,37957824668,65761359861
23:44:08.183205,37957911228,65761776051
23:44:09.196330,37957997692,65762191987
23:44:10.209359,37958084188,65762607891
23:44:11.222560,37958170716,65763024163
23:44:12.235970,37958257244,65763440179
23:44:13.249378,37958343772,65763856467
23:44:14.263180,37958479036,65764555859
23:44:15.276480,37958635228,65765386099
23:44:16.289158,37958791324,65766215987
23:44:17.302541,37958947516,65767046237
23:44:18.315352,37959103708,65767876243
23:44:19.330134,37959225244,65768707002
23:44:20.343815,37959324156,65769539315
23:44:21.356665,37959422876,65770370291
23:44:22.369544,37959519484,65771200531
23:44:23.383087,37959618300,65772031795
23:44:24.395948,37959716924,65772861968
23:44:25.409765,37959815581,65773692275
23:44:26.424570,37959914461,65774523827
23:44:27.436840,37960013149,65775355571
23:44:28.451121,37960112029,65776186675
23:44:29.464247,37960206973,65777017331
23:44:30.478002,37960296189,65777848819
23:44:31.490796,37960454877,65779301779
23:44:32.504180,37960634845,65780953907
23:44:33.517030,37960814621,65782604947
23:44:34.530104,37960964381,65784255347
23:44:35.544013,37961078877,65785906064
23:44:36.557428,37961193437,65787559443
23:44:37.570300,37961307773,65789209491
23:44:38.583219,37961421885,65790859635
23:44:39.597943,37961536413,65792511379
23:44:40.610446,37961650877,65794164430
23:44:41.624794,37961765405,65795815719
23:44:42.639084,37961879933,65797468403
23:44:43.651822,37961994493,65799121710
23:44:44.665023,37962103933,65800773587
23:44:45.679035,37962202109,65802425189
23:44:46.692267,37962300317,65804079347
23:44:47.704867,37962330685,65804598931
23:44:48.718999,37962335645,65804682259
23:44:49.732496,37962355677,65804765619
23:44:50.745687,37962438973,65804848947
23:44:51.759190,37962522253,65804932179
23:44:52.772477,37962605597,65805015571
23:44:53.785326,37962688893,65805098867
23:44:54.797651,37962772125,65805182099
23:44:55.809838,37962855326,65805265331
23:44:56.822061,37962938590,65805348595
23:44:57.834146,37963021790,65805431795
23:44:58.846612,37963105022,65805515027
23:44:59.859325,37963188286,65805598259
23:45:00.871999,37963271582,65805681555
23:45:01.884916,37963354846,65805764819
23:45:02.897851,37963438110,65805848083
