packet_size (bytes),JAN%count,FEB%count,MAR%count,APR%count
177,58.10225312,66.792271,52.98238484,70.06173146
178,58.12947324,66.82746883,53.00752967,70.08076562
179,58.16837717,66.86512938,53.02913177,70.0995732
180,58.20927236,66.90853675,53.07520232,70.17226372
181,58.23225248,66.93166237,53.10754146,70.19107463
182,58.2556596,66.95817657,53.14031722,70.219267
183,58.30891255,67.01229798,53.29496865,70.25661491
184,58.34315738,67.03396816,53.31481237,70.27888998
185,58.36010526,67.05146945,53.32857932,71.08893806
186,58.39615023,67.08942685,53.38703809,71.13734553
187,58.42301337,67.11609884,53.41265397,71.15645567
188,58.43604927,67.13709894,53.43084198,71.25734523
189,58.45056097,67.15771645,53.45961527,71.27080929
190,58.50517811,67.18418165,53.4870307,71.29059254
191,58.52283099,67.20089902,53.50801284,71.31033647
192,58.54938664,67.23578631,53.52922006,71.33008772
193,58.55875434,67.25035942,53.5399537,71.34051816
194,58.57273427,67.27678356,53.55646174,71.3548546
195,58.62167982,67.29276744,53.5691907,71.36779218
196,58.63341524,67.30966782,53.59856027,71.38089038
197,58.64432034,67.32604006,53.62799133,71.3910809
198,58.65658806,67.35293613,53.64379817,71.40233972
199,58.68357493,67.38613165,53.70157999,71.43325849
200,58.69682933,67.40378353,53.71542986,71.44665126
201,58.70620386,67.41831269,53.72510069,71.46103301
202,58.71686783,67.43805262,53.74049966,71.48069563
203,58.72842949,67.45100962,53.74943261,71.48912942
204,58.73752919,67.46540261,53.75933924,71.49754654
205,58.74880443,67.47833223,53.77433035,71.5064635
206,58.77687434,67.50044841,53.79161914,71.52514645
207,58.78775785,67.51473909,53.80565123,71.53277252
208,58.7995138,67.53057022,53.81471901,71.54260049
209,58.80742937,67.54350705,53.82282607,71.55030986
210,58.81884467,67.56324337,53.83419041,71.5621185
211,58.82731202,67.57244866,53.85157003,71.57033436
212,58.84078019,67.58580267,53.86362429,71.58679141
213,58.85251349,67.59970571,53.87630417,71.59796826
214,58.87098773,67.6140144,53.91602829,71.60655266
215,58.88233984,67.62769984,53.94373086,71.6163793
216,58.89071295,67.63710399,53.95291372,71.62429727
217,58.89632767,67.64509377,53.96076693,71.63017059
218,58.90413794,67.65383865,53.97393478,71.64515081
219,58.91476452,67.66587628,53.98220996,71.65313409
220,58.92604134,67.74022252,54.00919271,71.65965853
221,58.93472668,68.06543374,54.01627814,71.66487874
222,58.95656848,68.4844105,54.03627249,71.69686116
223,58.96479259,68.49092035,54.04923104,71.70526162
224,58.97204686,68.49862697,54.05781254,71.71374073
225,58.98180312,68.50930859,54.06813832,71.72320616
226,58.99038209,68.51933094,54.07941465,71.73176591
227,58.99720989,68.525701,54.08601268,71.73856092
228,59.00469162,68.53261866,54.09427714,71.74607969
229,59.0142894,68.54004428,54.1020147,71.75247284
230,59.03946928,68.56531847,54.1134377,71.76612284
231,59.04923344,68.57849091,54.1289495,71.77762358
232,59.05595857,68.58609737,54.13991048,71.78803736
233,59.06209453,68.59442075,54.15025601,71.79575872
234,59.07622241,68.61092485,54.17157549,71.84756437
235,59.09343565,68.6191596,54.18123729,71.85407081
236,59.10120012,68.62754494,54.19763251,71.87609862
237,59.10804003,68.63632225,54.20588512,71.8863178
238,59.13958017,68.64773663,54.22000239,71.9001844
239,59.1472567,68.65634461,54.22975107,71.90648225
240,59.15275612,68.66362324,54.23717272,71.91179177
241,59.15823868,68.67109858,54.2484671,71.91793101
242,59.16467897,68.67970152,54.25987657,71.92653007
243,59.17116296,68.68690594,54.268044,71.93390289
244,59.17964137,68.69563929,54.28027483,71.9431564
245,59.18567519,68.70528841,54.28883771,71.94946424
246,59.19565837,68.72219888,54.30388015,71.9577734
247,59.20454378,68.73152665,54.3151373,71.96626251
248,59.20945877,68.73859705,54.32521317,71.97743802
249,59.2148792,68.74598088,54.33594287,71.98295614
250,59.22588908,68.75587858,54.34986439,71.9971193
251,59.23773138,68.76400094,54.35814126,72.00413824
252,59.24443966,68.77172341,54.36788429,72.0233017
253,59.25160074,68.7795064,54.37569011,72.02970684
254,59.3080712,68.79117008,54.38709055,72.04183737
255,59.53526615,68.79858345,54.39524331,72.04783665
256,59.84178584,68.80498522,54.40371819,72.05486559
257,59.84970247,68.81217955,54.41247852,72.06338001
258,59.85741112,68.82188848,54.42176687,72.07058822
259,59.8638851,68.82767925,54.43033257,72.07750586
260,59.87076082,68.83486638,54.43821398,72.08295933
261,59.87489656,68.83994744,54.44613207,72.08902659
262,59.88761498,68.86104986,54.45656729,72.09534776
263,59.89419637,68.87069034,54.47655486,72.11354688
264,59.89887021,68.87617201,54.48318899,72.12004866
265,59.90323815,68.88061326,54.48936336,72.12495232
266,59.90939254,68.88848415,54.50530502,72.14100418
267,59.92296232,68.89495221,54.51286094,72.14919738
268,59.93569231,68.90357532,54.5191927,72.15882609
269,59.94527851,68.91113711,54.52638644,72.1646581
270,59.95416655,68.91973429,54.53505369,72.173749
271,59.97059844,68.92857067,54.54294639,72.17994755
272,59.9815999,68.93403217,54.54825426,72.1849545
273,59.98547344,68.93942594,54.55339853,72.19069854
274,59.99298729,68.95453007,54.56081398,72.19712301
275,59.99823977,68.96353434,54.56810024,72.20279574
276,60.00531082,68.97149818,54.5769717,72.21150744
277,60.00832457,68.97566347,54.58140968,72.21600124
278,60.02334804,69.01464328,54.5915933,72.22057234
279,60.03020796,69.0224414,54.59892808,72.22560995
280,60.03561576,69.02794829,54.60366843,72.23023171
281,60.03941612,69.03271089,54.60837777,72.23419436
282,60.0452346,69.04399198,54.69621006,72.3361862
283,60.0522272,69.05167986,54.70140792,72.34124647
284,60.05735015,69.05739066,54.70665261,72.34621611
285,60.07185449,69.07295088,54.71140143,72.35061261
286,60.09654314,69.13260944,54.71796053,72.35776017
287,60.10669849,69.1411497,54.75539486,72.36473312
288,60.11196887,69.14752409,54.7647227,72.36902299
289,60.11693809,69.15220238,54.76909524,72.37406527
290,60.12164141,69.16062087,54.77466656,72.37870901
291,60.12735985,69.16654638,54.77968108,72.38302887
292,60.13427874,69.17369892,54.78646979,72.38969593
293,60.13837552,69.17884915,54.79158585,72.39460159
294,60.15247813,69.19931536,54.80104118,72.40019101
295,60.16614848,69.21281779,54.80690246,72.40577111
296,60.17126459,69.21875843,54.81304636,72.41157779
297,60.1796277,69.2250233,54.82978175,72.42920111
298,60.19608697,69.23731094,54.94901165,72.56670282
299,60.20321751,69.24366804,54.95476969,72.57167513
300,60.21021906,69.24899624,54.96081206,72.57732986
301,60.21647139,69.2563952,54.96958761,72.58983626
302,60.2315591,69.26462131,55.0296502,72.59829071
303,60.23719067,69.27155049,55.03504494,72.60343028
304,60.2444381,69.28040417,55.04322083,72.61289572
305,60.24916038,69.28648387,55.0493512,72.61827255
306,60.25683428,69.29510842,55.05704589,72.62467303
307,60.26305343,69.30041068,55.06336129,72.63075162
308,60.2708616,69.30747316,55.07262763,72.63888818
309,60.27664743,69.3138353,55.07972661,72.64603307
310,60.28641001,69.32258306,55.08860483,72.65326727
311,60.2932873,69.32877084,55.09358777,72.65813494
312,60.30342475,69.33888757,55.10183361,72.66736779
313,60.30753101,69.345035,55.10629247,72.6710412
314,60.31403712,69.35409835,55.17253845,72.74889062
315,60.32106394,69.36001953,55.17738317,72.75310318
316,60.32566723,69.36392328,55.18188828,72.75686056
317,60.32979771,69.36806839,55.18623883,72.76063194
318,60.34320322,69.37449178,55.19215765,72.76512907
319,60.35122778,69.40307241,55.19720658,72.76997609
320,60.35686461,69.41000808,55.20297873,72.77475579
321,60.36554836,69.41975951,55.21260555,72.78179139
322,60.36976519,69.42481608,55.21814866,72.78654176
323,60.37556787,69.42987913,55.22353325,72.7910349
324,60.38504297,69.4420234,55.23386129,72.79889754
325,60.39320759,69.44866438,55.24023197,72.80463359
326,60.3982442,69.45535291,55.24594319,72.8078998
327,60.41538636,69.46129427,55.2519833,72.81280146
328,60.44834176,69.46768234,55.25941567,72.81765781
329,60.4626376,69.47297452,55.26431906,72.8220703
330,60.46811174,69.48005069,55.30823916,72.87416851
331,60.49214435,69.48598484,55.31365252,72.87934674
332,60.49794651,69.49044771,55.31822082,72.88393584
333,60.50251873,69.49609654,55.32440929,72.88888015
334,60.51330959,69.50283911,55.32988019,72.89322534
335,60.52049015,69.50844038,55.33415966,72.91885992
336,60.53033486,69.51417856,55.33839625,72.92188755
337,60.54213082,69.52354812,55.34483011,72.92767957
338,60.54773975,69.53182323,55.34952026,72.93322368
339,60.55609812,69.54009112,55.3542798,72.9377488
340,60.56228989,69.55025181,55.36050607,72.94166946
341,60.56933672,69.55751604,55.36665223,72.94778671
342,60.57401214,69.56299987,55.37137341,72.95083233
343,60.57872021,69.56891097,55.3761369,72.95563003
344,60.5961609,69.57530265,55.38298822,72.96280491
345,60.6058803,69.57927988,55.38644519,72.9660578
346,60.61206786,69.58940887,55.41726005,73.00225678
347,60.61828438,69.60006095,55.42167716,73.0052984
348,60.62678544,69.60598862,55.42879644,73.00867458
349,60.63205634,69.61077211,55.43187037,73.01215273
350,60.64367908,69.62192639,55.44176854,73.01991541
351,60.64953284,69.62718902,55.44499535,73.02286107
352,60.65442676,69.63320604,55.45594956,73.03440313
353,60.66183109,69.64230109,55.4621307,73.04013251
354,60.66614427,69.64763865,55.46589455,73.04273096
355,60.67401193,69.65602688,55.47148054,73.04778856
356,60.68059069,69.65991261,55.47626433,73.05082219
357,60.6857821,69.66598078,55.48079371,73.05457558
358,60.69037328,69.67177804,55.48656416,73.0578318
359,60.69661402,69.67857681,55.49084475,73.06236559
360,60.70190124,69.68335093,55.49475528,73.06591904
361,60.70856741,69.68939172,55.49963272,73.07101263
362,60.71450803,69.69561913,55.52435671,73.10016001
363,60.71984317,69.70085438,55.52972945,73.10258585
364,60.72637981,69.70783976,55.53540175,73.10719428
365,60.73558745,69.71858119,55.54339148,73.11268507
366,60.74342246,69.72593187,55.54807824,73.11671436
367,60.74734603,69.73075932,55.55113694,73.11908022
368,60.75223153,69.73552768,55.55502039,73.12151272
369,60.75834222,69.74332436,55.56050088,73.12603051
370,60.76355521,69.74771013,55.56448418,73.129498
371,60.77018872,69.75270041,55.56840937,73.13144467
372,60.7756139,69.75769141,55.57392935,73.13451029
373,60.78063261,69.76274438,55.57733668,73.13663823
374,60.78850395,69.76859783,55.5824189,73.13922001
375,60.79647797,69.77385038,55.58620927,73.14465082
376,60.80177941,69.77946679,55.59028113,73.1474432
377,60.80975027,69.78863533,55.5963675,73.15187436
378,60.81765636,69.7981771,55.6139502,73.17748495
379,60.82406401,69.80260105,55.61672853,73.18053457
380,60.82892055,69.80844154,55.62021935,73.18388409
381,60.85253037,69.8777622,55.62563496,73.18817996
382,60.85944505,69.88608558,55.63063087,73.19373007
383,60.86796243,69.89666128,55.6334594,73.19708092
384,60.87311592,69.90280582,55.63805309,73.20088362
385,60.89049027,69.9497855,55.6419072,73.20400722
386,60.89505197,69.95384344,55.64651894,73.20707484
387,60.9017255,69.95983307,55.64996801,73.20926743
388,60.90696692,69.96336503,55.65366981,73.2119705
389,60.91181293,69.96712611,55.65853258,73.21464559
390,60.91712754,69.97267119,55.66595988,73.22140528
391,60.92298076,69.97971782,55.67103194,73.22758717
392,60.92827589,69.98419725,55.67767623,73.23238687
393,60.93415492,69.98943323,55.68905579,73.23577971
394,60.9392963,69.99339029,55.7046996,73.25176025
395,60.94542173,69.99675942,55.70854243,73.25363295
396,60.95184044,70.00121652,55.71512692,73.25683719
397,60.95615994,70.00396384,55.71907073,73.25918172
398,60.96792905,70.01327,55.7245247,73.26364153
399,60.97193948,70.01647268,55.72829307,73.26630395
400,60.97736676,70.02147881,55.73307348,73.27130291
401,60.98135772,70.02470672,55.73754927,73.27331689
402,60.98700192,70.0513715,55.74173621,73.2883171
403,60.99333691,70.05449637,55.74500307,73.29017714
404,60.99879736,70.05829636,55.74864846,73.29386321
405,61.00262668,70.06202286,55.75222333,73.29611577
406,61.00676716,70.06631496,55.75662973,73.29847297
407,61.01193277,70.07355613,55.75978715,73.3007202
408,61.01625227,70.07765009,55.76375521,73.30307007
409,61.02045962,70.08135209,55.76605347,73.30488211
410,61.02590849,70.08864369,55.77838753,73.31792433
411,61.03129049,70.09416859,55.780956,73.31962308
412,61.035938,70.09767533,55.78385787,73.32167172
413,61.03980418,70.1007159,55.78592709,73.32353641
414,61.04520092,70.11058334,55.78920805,73.32712785
415,61.04902023,70.11398705,55.79131619,73.32877929
416,61.05339554,70.11768905,55.79457628,73.33177626
417,61.05662885,70.12174987,55.79682151,73.33402017
418,61.05986215,70.12499363,55.79954286,73.33617076
419,61.06466131,70.12775103,55.80257899,73.33864059
420,61.07465713,70.13091337,55.80505889,73.34189548
421,61.07845011,70.13409228,55.80978627,73.3468038
422,61.08245055,70.13854289,55.81361613,73.34902371
423,61.08681849,70.14354902,55.81606613,73.35194804
424,61.09051565,70.14678629,55.81854829,73.35388938
425,61.09335829,70.14895144,55.8203236,73.35555148
426,61.09713653,70.15230111,55.82798951,73.36728814
427,61.1027323,70.15922237,55.83050665,73.36960135
428,61.1070876,70.16205903,55.83272085,73.37213582
429,61.11165193,70.16483157,55.83444651,73.37494419
430,61.1181238,70.19308004,55.8550016,73.38202777
431,61.12246384,70.19672008,55.85741663,73.38971315
432,61.12587774,70.19961438,55.85963816,73.39817693
433,61.12872195,70.20212682,55.86149639,73.4041049
434,61.13464784,70.20808619,55.86583453,73.41067599
435,61.13898366,70.21140199,55.87182499,73.41317047
436,61.14386811,70.21568185,55.87435792,73.41673259
437,61.149109,70.22241793,55.87880606,73.42137967
438,61.152505,70.22969008,55.88351878,73.42334767
439,61.15751055,70.23774543,55.88876403,73.42932629
440,61.16163576,70.24208508,55.89224018,73.43275712
441,61.16524395,70.24581591,55.89462418,73.43516896
442,61.17089289,70.25336329,55.90549264,73.44625318
443,61.17775491,70.26524961,55.91043665,73.45114751
444,61.18193383,70.26985514,55.91347447,73.45487623
445,61.18530772,70.2733417,55.91538743,73.46073157
446,61.18935185,70.27779304,55.91815898,73.47033296
447,61.19267835,70.2815181,55.91982259,73.48607958
448,61.1961786,70.28535339,55.92220095,73.50893844
449,61.19908705,70.28857265,55.92392492,73.53314151
450,61.20244988,70.29230347,55.92601671,73.549276
451,61.2064977,70.29728223,55.92968635,73.55585975
452,61.21028911,70.30110888,55.93177983,73.55972843
453,61.21444802,70.30483033,55.93348687,73.56163312
454,61.22226092,70.31261044,55.93819,73.56482936
455,61.22643879,70.32106423,55.94096212,73.56702461
456,61.23021651,70.32549395,55.94329365,73.56912456
457,61.23359882,70.32953099,55.94543621,73.57127982
458,61.23760241,70.33922335,55.95348122,73.57974893
459,61.24225572,70.34585712,55.95654725,73.58255397
460,61.24614453,70.35018309,55.95855554,73.58428205
461,61.24964426,70.35412934,55.96030208,73.58612075
462,61.25540798,70.35909513,55.96467068,73.58934965
463,61.26086685,70.36560929,55.96756803,73.59148626
464,61.26491625,70.37135539,55.96964853,73.59337095
465,61.26925997,70.37736232,55.97328659,73.59532361
466,61.2732267,70.38400186,55.9752238,73.59741623
467,61.27755937,70.39160688,55.97682817,73.59894638
468,61.2811328,70.39489819,55.97834285,73.60126225
469,61.28395701,70.39811168,55.97987672,73.60263645
470,61.28943325,70.40482976,55.98334553,73.60451314
471,61.29381541,70.41230797,55.98537413,73.60672039
472,61.29685496,70.41690917,55.9879725,73.60821654
473,61.29995348,70.42146931,55.98942851,73.61000527
474,61.30513066,70.42802743,56.00321295,73.62002318
475,61.30953283,70.43621751,56.00521447,73.62249167
476,61.31461419,70.44228496,56.02310463,73.62435503
477,61.318364,70.44894395,56.02505143,73.62619974
478,61.32214488,70.45533275,56.04381259,73.62858825
479,61.32570936,70.46088071,56.04531825,73.62999577
480,61.32913801,70.46690132,56.04744162,73.63269152
481,61.33248135,70.47266183,56.04935909,73.63520733
482,61.33612218,70.47858518,56.05189879,73.63794106
483,61.33986831,70.48378729,56.0535483,73.63936524
484,61.34364498,70.48905929,56.05530047,73.64344518
485,61.34706414,70.49331609,56.05702332,73.64489535
486,61.35106142,70.52110271,56.06084697,73.64687201
487,61.35492022,70.52870846,56.06348144,73.64951444
488,61.35790764,70.5333882,56.06518623,73.65127984
489,61.36076818,70.5384109,56.06684871,73.65259806
490,61.36432845,70.54295086,56.07280533,73.66164697
491,61.36821621,70.54950321,56.07496932,73.66306582
492,61.37221717,70.55479467,56.07669047,73.66499382
493,61.37502242,70.55903273,56.07809684,73.66631871
494,61.38148114,70.56527887,56.08070141,73.66993814
495,61.39082882,70.56965671,56.08205532,73.67245661
496,61.39370305,70.57447119,56.083702,73.67515436
497,61.39637352,70.57857596,56.08593143,73.67711902
498,61.39945519,70.58204307,56.08762381,73.67909701
499,61.40300703,70.58497916,56.08886771,73.68144621
500,61.40613346,70.58766596,56.09041342,73.68457181
501,61.40889659,70.59060638,56.09188466,73.6858507
502,61.41506046,70.5980918,56.09831402,73.69116556
503,61.41906669,70.6016497,56.10089659,73.6929023
504,61.42193986,70.60472917,56.103944,73.69420052
505,61.42514,70.60787494,56.10533232,73.69549541
506,61.43064099,70.61332851,56.11249165,73.70368128
507,61.43522006,70.6174304,56.11485816,73.70563595
508,61.43982861,70.62024977,56.11701708,73.7087129
509,61.44305139,70.62383144,56.11900562,73.70992648
510,61.44730034,70.62706295,56.1220914,73.71139731
511,61.45055628,70.63029878,56.12378096,73.71300077
512,61.4542903,70.63325577,56.12579376,73.7144616
513,61.45782898,70.63593104,56.12754933,73.71576316
514,61.46163461,70.63881309,56.12951305,73.71720133
515,61.46589567,70.64226507,56.13112589,73.71838026
516,61.46995086,70.64501312,56.13283237,73.72061617
517,61.4745394,70.64797947,56.13429854,73.72164715
518,61.47972238,70.65235804,56.13820512,73.72283341
519,61.48376757,70.65650459,56.14054399,73.7245075
520,61.4875395,70.65947239,56.14235032,73.72855546
521,61.49118928,70.66200788,56.14389659,73.72995698
522,61.49617534,70.66666817,56.15309581,73.73806088
523,61.500786,70.67014969,56.15493881,73.73980828
524,61.50826141,70.67289341,56.15660242,73.74123912
525,61.5119591,70.67526894,56.15802966,73.74254201
526,61.51756381,70.67896374,56.16226005,73.74480191
527,61.52153687,70.68208645,56.16552804,73.74689719
528,61.52683937,70.68639872,56.16973022,73.75330434
529,61.53057181,70.68897744,56.17152358,73.75516637
530,61.53510823,70.69212969,56.1745236,73.75708771
531,61.53896071,70.69484026,56.17623178,73.75865784
532,61.54330759,70.69815103,56.17888487,73.76153886
533,61.54650878,70.70036445,56.18050786,73.7629004
534,61.55156224,70.70439788,56.18429371,73.76485306
535,61.55527256,70.70803936,56.18648478,73.76662312
536,61.55951624,70.71101581,56.188422,73.76866643
537,61.56286749,70.71337693,56.18982441,73.77050047
538,61.57200878,70.71792842,56.19645911,73.77865102
539,61.57704644,70.72256853,56.19958212,73.78253702
540,61.58116797,70.72567322,56.2019097,73.78568462
541,61.58506205,70.72854015,56.20351352,73.78851032
542,61.59171295,70.73365003,56.20783755,73.79302611
543,61.5964505,70.73741688,56.20983963,73.796273
544,61.60090478,70.74106989,56.21294628,73.80048823
545,61.60425287,70.74317379,56.21446773,73.80298204
546,61.60836334,70.74611204,56.21675752,73.80589438
547,61.61168932,70.74989691,56.21845385,73.80882471
548,61.6290068,70.77336189,56.24475739,73.84062252
549,61.63503799,70.77673101,56.24862505,73.8459547
550,61.64020939,70.7814756,56.25289154,73.84970409
551,61.64545028,70.78755241,56.25505722,73.85356477
552,61.64926486,70.79181641,56.25684494,73.85688964
553,61.65305311,70.79480366,56.2586383,73.86042843
554,61.66127564,70.80087688,56.26529387,73.87020442
555,61.66542823,70.80480224,56.26770212,73.87416307
556,61.66998782,70.8094827,56.26963708,73.87740597
557,61.67372184,70.81310328,56.27113935,73.8808268
558,62.01641445,71.05258486,56.27460139,73.8854039
559,62.02010898,71.05727396,56.27627347,73.88902733
560,62.02388512,71.06110926,56.27798841,73.8923502
561,62.02754385,71.06473921,56.27951663,73.89523188
562,62.03192705,71.06946722,56.28192038,73.89811156
563,62.03547574,71.07220013,56.28343224,73.9006307
564,62.03877433,71.07479398,56.28504733,73.90373231
565,62.04247466,71.07763137,56.28671771,73.90618081
566,62.04807621,71.08275711,56.29121493,73.90932307
567,62.05167334,71.08667814,56.29299137,73.91328838
568,62.05645617,71.08987434,56.29508597,73.91706576
569,62.05992746,71.09262887,56.2967304,73.91936964
570,62.06459656,71.09708597,56.30235756,73.92714032
571,62.07764615,71.10961211,56.31126456,73.93815522
572,62.08105426,71.11197395,56.31295807,73.94088362
573,62.08416541,71.11449143,56.31439885,73.9430942
574,62.08856915,71.11708095,56.31674562,73.94631177
575,62.09141653,71.11990321,56.31827722,73.94855301
576,62.0942797,71.12238538,56.31993914,73.95057565
577,62.09721289,71.12491727,56.32165803,73.95267027
578,62.10090216,71.12896223,56.32389028,73.95509211
579,62.10391591,71.13108775,56.32526901,73.95753927
580,62.1073277,71.133232,56.32683221,73.95975651
581,62.11048888,71.13580279,56.3285731,73.9623443
582,62.11396912,71.13872303,56.33230142,73.96499273
583,62.14929224,71.17631153,56.34948303,73.98625547
584,62.15207065,71.17854513,56.35098586,73.98812616
585,62.15492539,71.18055968,56.35229689,73.99040205
586,62.15849724,71.18960358,56.3572708,73.997389
587,62.16209121,71.19229037,56.35887235,74.0000241
588,62.16509233,71.19466735,56.36072946,74.00257389
