packet_size (bytes),JAN%count,FEB%count,MAR%count,APR%count
1522,80.51172563,86.70635791,81.54909973,90.80418782
1523,80.51198151,86.70657623,81.54923907,90.80435243
1524,80.51231269,86.70682481,81.54939138,90.8049189
1525,80.51257384,86.70705969,81.5495138,90.80506485
1526,80.5138759,86.70795529,81.54998033,90.80537541
1527,80.51412441,86.70825286,81.55012644,90.80557135
1528,80.51430817,86.70855116,81.55030358,90.8057113
1529,80.51458301,86.70895392,81.55041527,90.80602119
1530,80.51601828,86.70967156,81.55181544,90.8077446
1531,80.51634261,86.70999291,81.55199765,90.80809248
1532,80.51663798,86.71023788,81.55213191,90.80846836
1533,80.51699443,86.7104,81.55227012,90.80858898
1534,80.51729875,86.71067019,81.55247716,90.80873693
1535,80.51749251,86.71088058,81.55355915,90.80887022
1536,80.51776366,86.71148509,81.55879933,90.80908881
1537,80.517979,86.71170989,81.55894882,90.80920677
1538,80.5194327,86.7123706,81.56005451,90.81086554
1539,80.51959803,86.71253632,81.56016903,90.81121275
1540,80.51988919,86.71319415,81.56031908,90.81131805
1541,80.52016561,86.7134593,81.56045617,90.81145867
1542,80.52053048,86.714053,81.56079521,90.81171925
1543,80.52184676,86.71571091,81.56238153,90.81341867
1544,80.5220521,86.71592922,81.56253215,90.81358728
1545,80.5225923,86.71623904,81.56275047,90.81382919
1546,80.52406179,86.71692209,81.56365251,90.8157652
1547,80.52426766,86.71735296,81.5637721,90.81596113
1548,80.52453355,86.71756119,81.56393288,90.81605843
1549,80.52486683,86.71775789,81.56406319,90.81620638
1550,80.5252159,86.71806627,81.56427925,90.81639432
1551,80.52562658,86.71825288,81.56443213,90.81657959
1552,80.52590563,86.71847984,81.56466399,90.8170201
1553,80.52613098,86.71866717,81.56569408,90.81719604
1554,80.5276089,86.71946406,81.56741185,90.81989112
1555,80.52800641,86.71966148,81.56781069,90.82028899
1556,80.52830126,86.71986755,81.56827891,90.82058489
1557,80.52857241,86.7200801,81.56848595,90.82086946
1558,80.52892781,86.72044396,81.56883853,90.82106006
1559,80.52930427,86.72084601,81.56898407,90.82121001
1560,80.52955225,86.72113494,81.56909803,90.82143726
1561,80.52980814,86.72133452,81.57007114,90.82157788
1562,80.53095593,86.72191885,81.5707983,90.82339126
1563,80.53121656,86.72220202,81.57128515,90.82350389
1564,80.53145401,86.72242105,81.57141489,90.82363651
1565,80.53168304,86.72264297,81.57156044,90.82382911
1566,80.53222009,86.72385199,81.57289009,90.82466149
1567,80.53250861,86.72410489,81.57299501,90.82482077
1568,80.53320519,86.72432321,81.57314056,90.82515599
1569,80.5335232,86.72470292,81.57333575,90.82539591
1570,80.53473049,86.72532184,81.57401721,90.82676344
1571,80.53505061,86.7255661,81.57417065,90.82690606
1572,80.53554659,86.72600993,81.57443805,90.82721795
1573,80.53585881,86.72628229,81.5745458,90.82740389
1574,80.53635478,86.7265251,81.5746936,90.82758516
1575,80.53665489,86.7267535,81.57481827,90.82770712
1576,80.53694289,86.72703595,81.57495084,90.82781642
1577,80.5372509,86.72720527,81.57509582,90.82793971
1578,80.53832393,86.72789696,81.57563569,90.82884007
1579,80.53866195,86.72809438,81.57591832,90.82897802
1580,80.53903946,86.72848562,81.57607402,90.82914996
1581,80.53952438,86.72910814,81.5764249,90.82944053
1582,80.53991558,86.72933366,81.57661332,90.82958515
1583,80.54020568,86.7303395,81.57672615,90.82968311
1584,80.54042471,86.73049729,81.57685251,90.82979041
1585,80.54071798,86.7306767,81.57701667,90.82991903
1586,80.54159252,86.7312387,81.57747305,90.83072009
1587,80.54193528,86.73169047,81.57767388,90.83093202
1588,80.54649908,86.73206874,81.57795989,90.83109063
1589,80.54669336,86.73224382,81.57805974,90.83126857
1590,80.54701295,86.73253059,81.57823406,90.83141919
1591,80.54724356,86.7328577,81.57834124,90.83150582
1592,80.54756526,86.73356741,81.57868705,90.83226823
1593,80.54777429,86.73398963,81.57878916,90.83242618
1594,80.54851351,86.73476274,81.57908871,90.83303264
1595,80.54880414,86.73537373,81.57934765,90.83330254
1596,80.54903739,86.73557188,81.57945821,90.83340784
1597,80.54935487,86.73574984,81.57961222,90.83354446
1598,80.54971238,86.73610722,81.5797792,90.83383036
1599,80.55003776,86.73638245,81.57993998,90.83408628
1600,80.55057375,86.7367564,81.58011429,90.83440817
1601,80.55100128,86.73700786,81.58029876,90.83465075
1602,80.55180473,86.73769523,81.58059267,90.8355751
1603,80.55203271,86.74053045,81.58071509,90.83582235
1604,80.55227754,86.74071635,81.58083243,90.83592432
1605,80.55255133,86.7409361,81.581009,90.83604294
1606,80.55280668,86.74125745,81.58124198,90.83621555
1607,80.55306415,86.74153413,81.58141291,90.83637416
1608,80.55334372,86.74173948,81.581572,90.8364688
1609,80.55366279,86.74194122,81.581726,90.83664873
1610,80.5547037,86.74365604,81.58196181,90.83688732
1611,80.55492273,86.7440372,81.58206053,90.83696463
1612,80.55512597,86.74427785,81.58216997,90.83711124
1613,80.55531709,86.7444587,81.58233301,90.83720721
1614,80.55561878,86.74467845,81.58254737,90.83759041
1615,80.55602051,86.74495729,81.58275328,90.83785299
1616,80.55632167,86.74530386,81.5829259,90.83797961
1617,80.55650385,86.74556036,81.58301503,90.8381149
1618,80.55698402,86.74617424,81.58347762,90.83848211
1619,80.55722938,86.74640192,81.58508312,90.83860607
1620,80.55745051,86.74665698,81.58522528,90.83871003
1621,80.55763374,86.74683567,81.58531442,90.83880533
1622,80.55797176,86.74732058,81.58578715,90.83895728
1623,80.5581592,86.74753457,81.58592875,90.83912789
1624,80.5583677,86.74773703,81.58606301,90.8392785
1625,80.55858462,86.74804758,81.58618374,90.8393918
1626,80.55897108,86.74842296,81.58642744,90.83966704
1627,80.55921117,86.74861606,81.58653857,90.83976967
1628,80.55993723,86.74882933,81.58665422,90.83986697
1629,80.56010729,86.74904837,81.58675407,90.83997027
1630,80.56037739,86.74931424,81.58690356,90.84010555
1631,80.56056799,86.74955633,81.58702372,90.84018286
1632,80.5608602,86.74979698,81.58719578,90.84038213
1633,80.56107555,86.75000809,81.58734189,90.84062338
1634,80.56165418,86.75068898,81.58756754,90.84090062
1635,80.56186637,86.75085758,81.58766062,90.84100325
1636,80.56230126,86.75107446,81.58806566,90.84116852
1637,80.56252872,86.75125675,81.58820613,90.84130248
1638,80.5630031,86.75166456,81.58852148,90.84159438
1639,80.5632095,86.75184829,81.58864728,90.84171367
1640,80.56340641,86.75200104,81.58878492,90.84183896
1641,80.56366072,86.75223809,81.58887913,90.84198891
1642,80.56420144,86.75269417,81.58904499,90.84218218
1643,80.56454684,86.75332174,81.58921761,90.84232546
1644,80.56607582,86.7550308,81.58938685,90.84277064
1645,80.56627695,86.75520228,81.58950531,90.84284928
1646,80.56657759,86.75537304,81.58970784,90.84295858
1647,80.56675344,86.75558704,81.58984041,90.84308587
1648,80.56693772,86.75582048,81.58994985,90.8431845
1649,80.56710726,86.75602223,81.59005139,90.84332579
1650,80.56760113,86.7566289,81.59092522,90.84360036
1651,80.56787386,86.75679246,81.59107133,90.84375231
1652,80.56809078,86.75699564,81.59118923,90.84392158
1653,80.56830349,86.75716784,81.59130262,90.84403021
1654,80.56859044,86.7573631,81.59171669,90.8441555
1655,80.56879473,86.7576124,81.59206645,90.84436277
1656,80.56895532,86.75776875,81.59217307,90.8444614
1657,80.56915434,86.75798274,81.59318173,90.84461068
1658,80.56950763,86.75842514,81.59333799,90.84479595
1659,80.56974929,86.75922275,81.59345533,90.84493324
1660,80.56993463,86.75944755,81.59358564,90.84506519
1661,80.57017945,86.75969108,81.59368606,90.84515316
1662,80.57057644,86.76012771,81.59389196,90.84532977
1663,80.57080653,86.76034891,81.59407531,90.84550304
1664,80.57106926,86.76057804,81.59418475,90.84584293
1665,80.57128723,86.76081725,81.59429137,90.84599221
1666,80.57167843,86.76121425,81.59530623,90.84623946
1667,80.57182375,86.76134827,81.5958021,90.84639807
1668,80.57203488,86.76151254,81.59590815,90.84652003
1669,80.57235289,86.76171717,81.59599729,90.846616
1670,80.57255771,86.76194269,81.59615411,90.84673396
1671,80.57275041,86.76227917,81.59626073,90.84683992
1672,80.57296312,86.76244489,81.59636735,90.84694322
1673,80.5731295,86.76265096,81.59647172,90.84703852
1674,80.5736339,86.76300401,81.59665901,90.84721846
1675,80.57382923,86.76326123,81.5968164,90.84732442
1676,80.57401246,86.76368201,81.59695404,90.84751636
1677,80.57418515,86.76385638,81.59706405,90.84761299
1678,80.57462321,86.76409559,81.59724006,90.84786224
1679,80.57503547,86.76435929,81.59733539,90.84831075
1680,80.5752129,86.76448322,81.59744032,90.84841205
1681,80.57540771,86.76470226,81.59756217,90.84864464
1682,80.57581102,86.76511655,81.59772408,90.84929708
1683,80.57602794,86.76533919,81.59782844,90.84940305
1684,80.58136466,86.76563316,81.59791475,90.84949368
1685,80.58233344,86.76590047,81.5980744,90.8496423
1686,80.5826741,86.76617355,81.59828933,90.84977025
1687,80.58288891,86.7665511,81.59840103,90.84986755
1688,80.58311321,86.76703744,81.59852119,90.84998551
1689,80.58326168,86.76720965,81.59862499,90.85007482
1690,80.58372923,86.76771905,81.59893864,90.85036805
1691,80.58387718,86.7678963,81.59902947,90.85045535
1692,80.584122,86.76809444,81.5991925,90.85058997
1693,80.58427469,86.76822629,81.59929686,90.85067728
1694,80.58453163,86.76843164,81.59945369,90.8508219
1695,80.58473539,86.76866509,81.59954169,90.85092386
1696,80.5849202,86.7688308,81.59968329,90.85121643
1697,80.58512501,86.76899724,81.59978314,90.8513044
1698,80.58558044,86.76949512,81.60001161,90.85146034
1699,80.5857742,86.76970407,81.60020285,90.85159297
1700,80.58595953,86.76985105,81.60036081,90.85171959
1701,80.586098,86.76999371,81.6004804,90.85183555
1702,80.58637442,86.77012269,81.60062764,90.8519835
1703,80.58657081,86.77038351,81.60077431,90.85210679
1704,80.58680142,86.7706184,81.60089503,90.85224208
1705,80.58695095,86.77078052,81.60098191,90.85250332
1706,80.58733372,86.77110042,81.60117879,90.85279589
1707,80.5874922,86.77127479,81.60129162,90.85291185
1708,80.58771913,86.77141457,81.60143152,90.85302448
1709,80.58787287,86.77156227,81.60182923,90.85318642
1710,80.58819141,86.77187642,81.60206616,90.85341901
1711,80.58838675,86.77206807,81.60217955,90.85349432
1712,80.58856997,86.77227846,81.60250674,90.85376356
1713,80.58876636,86.77249894,81.60260208,90.85396549
1714,80.58916862,86.77295431,81.60282548,90.85424606
1715,80.58937922,86.77312219,81.60295917,90.85435669
1716,80.58963195,86.77334482,81.60308497,90.85444732
1717,80.58977674,86.77352856,81.60322431,90.85475722
1718,80.59001946,86.77367122,81.60345899,90.85486452
1719,80.59024112,86.77470299,81.60356335,90.85499914
1720,80.59041645,86.77483269,81.60365361,90.85512443
1721,80.59056229,86.77498616,81.60386911,90.85521373
1722,80.59083713,86.77533128,81.60399886,90.85542699
1723,80.59097455,86.77550132,81.60409871,90.85553495
1724,80.59118358,86.77600712,81.60425103,90.85565091
1725,80.59132468,86.77618005,81.60440052,90.85575621
1726,80.5915853,86.77642214,81.60469217,90.85604878
1727,80.59177379,86.77662244,81.60478864,90.85612209
1728,80.59211287,86.77700432,81.60510286,90.85622405
1729,80.59226345,86.77717292,81.60519255,90.85632535
1730,80.59299267,86.77763332,81.60539169,90.8565806
1731,80.59314904,86.77779112,81.60552087,90.8566719
1732,80.59333069,86.77797701,81.60569519,90.85688183
1733,80.59351444,86.77814129,81.60586556,90.85702844
1734,80.59373136,86.77831997,81.6059733,90.85713574
1735,80.59390669,86.77847777,81.60605962,90.85720638
1736,80.59407623,86.77861611,81.60616793,90.85732967
1737,80.59424155,86.77879623,81.60633773,90.85742231
1738,80.59472384,86.77921269,81.60672134,90.85766423
1739,80.59490496,86.77941804,81.60684714,90.85775686
1740,80.59509082,86.77955566,81.60691258,90.85783417
1741,80.59524298,86.77994185,81.60700961,90.8579208
1742,80.59545095,86.78010181,81.60714894,90.85803876
1743,80.59567577,86.78032589,81.60724146,90.85829468
1744,80.59588953,86.78048584,81.60738757,90.8584133
1745,80.59610119,86.78067101,81.60752296,90.85846595
1746,80.59650661,86.78102911,81.60779149,90.85862723
1747,80.59669562,86.78128489,81.60795734,90.85872653
1748,80.59691149,86.78154644,81.60804478,90.85885782
1749,80.59716001,86.78189012,81.60813165,90.85931633
1750,80.59765967,86.78239952,81.60859988,90.85961556
1751,80.59783078,86.78267476,81.60868788,90.8596862
1752,80.59801611,86.78284192,81.60878886,90.85977617
1753,80.59816775,86.78301845,81.60888646,90.85986081
1754,80.59857106,86.78328143,81.60903933,90.86004741
1755,80.59885695,86.78353145,81.60921421,90.86013671
1756,80.59899753,86.78366042,81.6093197,90.86022402
1757,80.59917286,86.78382686,81.60948217,90.86032532
1758,80.59937504,86.78407328,81.60963956,90.86044061
1759,80.59953457,86.7842462,81.60973152,90.86054591
1760,80.59972148,86.78437878,81.6098246,90.86062721
1761,80.59996105,86.78450487,81.60992276,90.86072518
1762,80.60051652,86.78516198,81.61013035,90.86083048
1763,80.60070659,86.78532193,81.61026405,90.86093844
1764,80.60104671,86.78551575,81.61038534,90.86107106
1765,80.60127733,86.78570885,81.61046545,90.86116303
1766,80.60152321,86.78596535,81.61059632,90.86128099
1767,80.60239406,86.78627013,81.61073905,90.86135896
1768,80.60311643,86.78714627,81.61165914,90.86169085
1769,80.60579058,86.78798135,81.61236825,90.86244459
1770,80.60767391,86.78826451,81.61257528,90.86259054
1771,80.60781028,86.7884504,81.61269149,90.86268784
1772,80.60797508,86.78859306,81.61275693,90.86275249
1773,80.6085732,86.78875806,81.6128596,90.86283779
1774,80.60897598,86.78920046,81.6129792,90.86303706
1775,80.60915657,86.78936257,81.61348522,90.86313236
1776,80.60949933,86.78950019,81.61356758,90.86324099
1777,80.6097152,86.78970266,81.61367307,90.86337561
1778,80.61017063,86.79019909,81.61394442,90.86370216
1779,80.61033438,86.7903295,81.61411704,90.8638981
1780,80.61054972,86.79048225,81.61420279,90.8642673
1781,80.61072768,86.790635,81.61429982,90.86435594
1782,80.61094829,86.79095131,81.61439967,90.8644639
1783,80.61113731,86.79124023,81.61451813,90.86458586
1784,80.61128947,86.79140667,81.6146146,90.8646665
1785,80.61148796,86.79155221,81.61471163,90.86476713
1786,80.611737,86.79185483,81.6148662,90.86488776
1787,80.61194392,86.79211926,81.61503826,90.86507303
1788,80.61215137,86.7923664,81.61513078,90.86517699
1789,80.61232196,86.79250257,81.61524699,90.86530628
1790,80.61251835,86.79268847,81.6153474,90.86539425
1791,80.61275686,86.79286067,81.61544104,90.86551288
1792,80.61287111,86.79298244,81.61555726,90.86566883
1793,80.61313647,86.79310708,81.61642488,90.86587276
1794,80.6134787,86.79345869,81.61655689,90.86595939
1795,80.61360559,86.79360496,81.61663192,90.86602737
1796,80.61378303,86.79376924,81.61674813,90.86611267
1797,80.6139494,86.79392487,81.61685305,90.86620598
1798,80.61418475,86.79411508,81.6169608,90.86631994
1799,80.61444643,86.79438384,81.61707081,90.86644256
1800,80.61458701,86.79453514,81.61715486,90.86652387
1801,80.61478129,86.79467132,81.61724061,90.86663983
1802,80.61516617,86.79500204,81.61741267,90.86676312
1803,80.61530938,86.79516559,81.61751647,90.86686242
1804,80.61549787,86.79540769,81.61763663,90.8670077
1805,80.61569953,86.79556188,81.61775622,90.867101
1806,80.6159512,86.79572759,81.61789105,90.86719031
1807,80.61612863,86.79585945,81.61801121,90.86723296
1808,80.61628869,86.79598842,81.6181088,90.86730227
1809,80.61644086,86.79611811,81.61821711,90.86738291
1810,80.61680099,86.79640704,81.61839256,90.86752686
1811,80.61696052,86.79665273,81.61852061,90.86759084
1812,80.61730907,86.79691572,81.61863344,90.86769947
1813,80.61748861,86.79703172,81.6187976,90.86778744
1814,80.61773502,86.79723275,81.61905033,90.86790873
1815,80.61791877,86.79741432,81.61915131,90.86796604
1816,80.61807725,86.79758148,81.61924326,90.86804601
1817,80.61826311,86.79775944,81.61934593,90.86813598
1818,80.61856217,86.7980318,81.61948414,90.86825061
1819,80.61873065,86.79826596,81.61988467,90.86832659
1820,80.61890914,86.79843024,81.61999524,90.86840922
1821,80.61906552,86.79854192,81.62010017,90.86850253
1822,80.61938827,86.79877753,81.62024684,90.86861049
1823,80.61958729,86.7989836,81.62036982,90.8686658
1824,80.61975419,86.79918318,81.62054809,90.86878243
1825,80.61993847,86.79945337,81.62066542,90.86888639
1826,80.62025543,86.79971132,81.62077599,90.8689737
1827,80.62039127,86.79984677,81.62085159,90.86904834
1828,80.62052606,86.80003843,81.62102703,90.86913698
1829,80.62068191,86.8002553,81.62115339,90.8692616
1830,80.6210015,86.80049812,81.62132714,90.86940089
1831,80.62115682,86.80067897,81.62140612,90.86947286
1832,80.62130424,86.80087351,81.62150146,90.86954084
1833,80.62145535,86.80098086,81.62158946,90.86963147
1834,80.6217344,86.80130437,81.62172429,90.86976143
1835,80.62189762,86.80149027,81.62181511,90.8698534
1836,80.62207453,86.80166031,81.62196517,90.87002134
1837,80.62221195,86.80176334,81.62206107,90.87009132
1838,80.62254891,86.80204722,81.62219703,90.87025193
1839,80.62273161,86.80226194,81.62235611,90.87035789
1840,80.62291642,86.80244423,81.62262351,90.87048518
1841,80.62306226,86.80272811,81.62269684,90.87056582
1842,80.6233371,86.80301703,81.62287906,90.87068911
1843,80.62348979,86.8031597,81.62295634,90.87076242
1844,80.62368039,86.80345583,81.62326774,90.87102167
1845,80.62387099,86.80361362,81.62339693,90.87112496
1846,80.62426797,86.80424767,81.62355319,90.87122893
1847,80.62442856,86.80444798,81.62366319,90.87129491
1848,80.62460284,86.8046209,81.62381607,90.87151216
1849,80.62479817,86.80479022,81.62392664,90.87164079
1850,80.62516515,86.80531764,81.62409531,90.87182606
1851,80.62530099,86.80551073,81.62422506,90.8721846
1852,80.62552634,86.80568438,81.62436722,90.87228257
1853,80.62566428,86.80584577,81.62456241,90.87234188
1854,80.62590227,86.80610228,81.62467242,90.87242852
1855,80.6260718,86.80623701,81.62479483,90.8725658
1856,80.62622976,86.80634293,81.62488284,90.8726811
1857,80.6263598,86.80654971,81.62498551,90.8727824
1858,80.62668572,86.80684224,81.62515757,90.87287037
1859,80.62700004,86.80716864,81.62628751,90.872967
1860,80.62962681,86.8103742,81.62687646,90.87556945
1861,80.62979055,86.8105039,81.62700847,90.87566874
1862,80.63005118,86.81073446,81.62715852,90.87576804
1863,80.63022545,86.81092972,81.62728771,90.87589267
1864,80.63037603,86.81105725,81.62741351,90.8759893
1865,80.6305045,86.81119271,81.62753367,90.87607261
1866,80.63100785,86.81509645,81.6277864,90.87643648
1867,80.63142063,86.81535512,81.62807354,90.87665707
1868,80.63158385,86.81544734,81.62819088,90.87672239
1869,80.63175602,86.8155583,81.62836124,90.87679236
1870,80.63190292,86.81580832,81.62865346,90.87692432
1871,80.63205139,86.81598557,81.628799,90.87700895
1872,80.63220198,86.81609797,81.6289186,90.87714291
1873,80.63234677,86.81627233,81.62902635,90.87728019
1874,80.63262476,86.81660953,81.62920912,90.87739016
1875,80.63276113,86.81673778,81.62936877,90.87750945
1876,80.63292014,86.81692007,81.62946637,90.87763008
1877,80.63305861,86.81708003,81.62966268,90.87772671
1878,80.63327869,86.81728393,81.62982289,90.87784534
1879,80.63347034,86.81741291,81.62997352,90.87793397
1880,80.63363567,86.81755413,81.63009762,90.87807726
1881,80.63378098,86.81769246,81.63021835,90.87816723
1882,80.63404424,86.81800589,81.63036446,90.87832517
1883,80.63420483,86.81817017,81.63048744,90.87845379
1884,80.63437805,86.81835318,81.63062565,90.87857242
1885,80.63451178,86.81848215,81.63071986,90.8786424
1886,80.63484401,86.8186947,81.6308575,90.87872503
1887,80.63496511,86.81884457,81.63096807,90.87879501
1888,80.63511516,86.81902037,81.63111587,90.87890097
1889,80.63527259,86.81920482,81.63377742,90.87913356
1890,80.63575014,86.81963569,81.63402225,90.87939081
1891,80.6361108,86.82025894,81.6341537,90.87951077
1892,80.63627612,86.82039223,81.63424283,90.87960207
1893,80.63643355,86.8205104,81.63434042,90.87968337
1894,80.636661,86.8206581,81.63446058,90.87980133
1895,80.63687266,86.82088002,81.63465577,90.88000593
1896,80.6370264,86.82101259,81.63475223,90.88009457
1897,80.63719594,86.8211884,81.63493219,90.88019187
1898,80.63746182,86.82152992,81.63508958,90.88034781
1899,80.63761346,86.82170501,81.63519677,90.8804791
1900,80.63846957,86.8218347,81.63531918,90.8815694
1901,80.63860804,86.82195863,81.63543765,90.88165537
1902,80.63881812,86.82209625,81.63553411,90.88174667
1903,80.63905557,86.82225116,81.63562099,90.88181865
1904,80.63928355,86.82249829,81.63571464,90.88193927
1905,80.63943361,86.82260925,81.63580715,90.88202991
1906,80.63974425,86.82283766,81.63591716,90.88216519
1907,80.63988852,86.82300265,81.63607229,90.88227849
1908,80.64001962,86.82312802,81.63619132,90.88245376
1909,80.64016862,86.82329374,81.63627481,90.88252574
1910,80.64043503,86.82347963,81.6363803,90.88260838
1911,80.64057877,86.82366769,81.63647226,90.88268168
1912,80.64071935,86.82380963,81.63658001,90.88282697
1913,80.64088099,86.82395085,81.63667421,90.88292027
1914,80.64123375,86.82422248,81.63684007,90.88304623
1915,80.6413817,86.82441414,81.63706064,90.88320151
1916,80.64164391,86.82455896,81.63717403,90.88328215
1917,80.64184082,86.82469874,81.63725357,90.88338078
1918,80.64244526,86.82488319,81.6374104,90.88364735
1919,80.64255266,86.82502658,81.63748148,90.88370533
1920,80.64270798,86.8251959,81.63758133,90.88383662
1921,80.64280434,86.82532199,81.63766764,90.88393459
1922,80.64323555,86.82560155,81.63781375,90.88408454
1923,80.64405164,86.82664197,81.63885964,90.88416318
1924,80.64421907,86.82680697,81.63901421,90.88425915
1925,80.64435175,86.82692297,81.63912083,90.88432779
1926,80.6445255,86.82704041,81.63944915,90.88445641
1927,80.6446366,86.82725008,81.63953829,90.88461036
1928,80.64482561,86.82742805,81.63975153,90.88469766
1929,80.64505359,86.82756999,81.63988861,90.88489293
1930,80.64568699,86.82789494,81.64012159,90.8850622
1931,80.64580808,86.82806499,81.64024627,90.88519416
1932,80.64601079,86.82817883,81.64034442,90.88526214
1933,80.64614821,86.82830636,81.64044766,90.88537676
1934,80.64643358,86.82849585,81.64062762,90.8854674
1935,80.6466305,86.82865941,81.64072295,90.88554071
1936,80.64674054,86.82879342,81.64083747,90.88565534
1937,80.64687901,86.82894113,81.6409345,90.88573264
1938,80.64721703,86.82935831,81.64107384,90.88593257
1939,80.64744922,86.82950241,81.64113589,90.88603054
1940,80.64761033,86.82966309,81.64122164,90.88614783
1941,80.64771458,86.82984826,81.64130005,90.88620381
1942,80.64794888,86.83002262,81.64143883,90.88629112
1943,80.64805945,86.83016672,81.64151104,90.88639442
1944,80.6482253,86.83031803,81.64159171,90.88650371
1945,80.64839641,86.83048591,81.64170228,90.88662434
1946,80.64877656,86.83087427,81.64192454,90.88678628
1947,80.64891713,86.83099964,81.64202609,90.88688092
1948,80.64905192,86.83132387,81.64211578,90.88697622
1949,80.64919303,86.83146653,81.6422083,90.88709085
1950,80.64933782,86.83165098,81.64229687,90.8872348
1951,80.6495579,86.83234412,81.64238656,90.88735142
1952,80.64971217,86.83248678,81.64249995,90.88759801
1953,80.64984801,86.83261431,81.64257837,90.88769197
1954,80.65012811,86.83288667,81.64273068,90.88781193
1955,80.65033187,86.8331338,81.64287623,90.88792456
1956,80.65053405,86.83328799,81.6429552,90.88802119
1957,80.65065673,86.83345011,81.64305731,90.88812183
1958,80.6507773,86.83357043,81.64314983,90.88822979
1959,80.65090787,86.83373831,81.64322429,90.88832909
1960,80.65106004,86.83383198,81.64331963,90.88844238
1961,80.651258,86.83400058,81.64346348,90.888575
1962,80.65155496,86.83431328,81.64364908,90.88871296
1963,80.65173871,86.8344826,81.64372975,90.88885358
1964,80.65187034,86.83460581,81.64380139,90.88903818
1965,80.65201092,86.83478954,81.64390576,90.88914614
1966,80.65216466,86.83493725,81.64405638,90.88928476
1967,80.65230576,86.83512314,81.64415736,90.88939606
1968,80.65258745,86.83522401,81.64422957,90.88949802
1969,80.65271697,86.83536812,81.64432208,90.88960465
1970,80.65360414,86.83579178,81.64559362,90.89024643
1971,80.65372998,86.83593732,81.64567655,90.89032974
1972,80.65432177,86.83612754,81.64585087,90.89050101
1973,80.65444129,86.83627524,81.64592702,90.89058565
1974,80.65461188,86.83643448,81.64614816,90.89071494
1975,80.65475351,86.83668089,81.6464133,90.8908409
1976,80.65491515,86.8368005,81.6465092,90.89096619
1977,80.65503467,86.83694748,81.64658423,90.89104816
1978,80.65531162,86.83731134,81.64670721,90.89128541
1979,80.65545114,86.83751597,81.64677321,90.89136339
1980,80.65562594,86.83769466,81.64685388,90.89144936
1981,80.65581865,86.83788775,81.64695599,90.89159464
1982,80.65602346,86.83804338,81.64706825,90.8917166
1983,80.65614456,86.83821487,81.64716697,90.89181323
1984,80.65635937,86.83839355,81.64728149,90.89197384
1985,80.6565505,86.83854846,81.64735934,90.89206048
1986,80.65696223,86.83888639,81.64753084,90.89218177
1987,80.65715809,86.83917675,81.64760135,90.89238904
1988,80.65759457,86.83977334,81.64801542,90.8928822
1989,80.65772936,86.83995203,81.6481085,90.8929895
1990,80.65792522,86.84009901,81.64824671,90.89311812
1991,80.65808633,86.84023447,81.64834826,90.89334538
1992,80.65892454,86.84190246,81.65033285,90.89656961
1993,80.65916621,86.84203936,81.65044342,90.89666224
1994,80.65942841,86.84228433,81.65058558,90.89677421
1995,80.65958057,86.8425747,81.65067302,90.89686484
1996,80.6622542,86.84270583,81.65074636,90.8969888
1997,80.66239425,86.84286795,81.65083605,90.8970721
1998,80.66265119,86.84305456,81.65095283,90.89718207
1999,80.66339304,86.8447665,81.65114632,90.89739333
2000,80.6635273,86.8449279,81.65128905,90.89754194
2001,80.66365314,86.84507632,81.65135956,90.89760925
2002,80.66391271,86.84530761,81.65146675,90.89771255
2003,80.66405276,86.84546252,81.65152711,90.89780919
2004,80.66437972,86.84566714,81.65162245,90.89801312
2005,80.66454821,86.84585304,81.6517443,90.89811242
2006,80.66478724,86.85121582,81.65185995,90.89905276
2007,80.66492887,86.85141324,81.65195754,90.89912807
2008,80.66505471,86.85156095,81.65206021,90.89919071
2009,80.66521161,86.8516856,81.65214652,90.89925469
2010,80.66556174,86.85205882,81.65230335,90.89955726
2011,80.6657318,86.85220004,81.65241448,90.89962656
2012,80.66590397,86.85235279,81.65247372,90.8997072
2013,80.66607246,86.85247024,81.65255156,90.89979384
2014,80.66623725,86.85259561,81.65268526,90.89989847
2015,80.66639152,86.85272962,81.65282178,90.89997978
2016,80.66656159,86.85292488,81.65291035,90.90008707
2017,80.66668163,86.8530661,81.65298538,90.90015638
2018,80.66739137,86.85339033,81.65321329,90.90024835
2019,80.66751247,86.85353516,81.65333626,90.90041963
2020,80.66766252,86.85367566,81.65346432,90.90064089
2021,80.66832856,86.85384858,81.65363751,90.9007062
2022,80.66928365,86.85404024,81.65383777,90.90081882
2023,80.66943055,86.85418074,81.65394157,90.90096011
2024,80.6695885,86.85428665,81.65404424,90.90111072
2025,80.66969433,86.85444805,81.6541063,90.90120269
2026,80.67082001,86.85474994,81.65426143,90.90130399
2027,80.67093532,86.8551102,81.65435621,90.90139663
2028,80.67116382,86.85525574,81.65444365,90.90149459
2029,80.67127123,86.85538183,81.65455365,90.9015799
2030,80.67143445,86.85553386,81.65470766,90.90175584
2031,80.67158924,86.85565923,81.6548092,90.90187846
2032,80.67175299,86.85577019,81.65492936,90.90206573
2033,80.67189778,86.855946,81.65501736,90.90218236
2034,80.67217104,86.85624141,81.65519788,90.90232431
2035,80.67233162,86.85639848,81.65528871,90.90240562
2036,80.67249432,86.85651376,81.6553784,90.90254024
2037,80.67264806,86.85670542,81.65551718,90.90262487
2038,80.67279917,86.85685384,81.65564242,90.90271684
2039,80.67296607,86.85705991,81.65573945,90.90279482
