src_ip,count,CDF,,,,,total,1155236
192.170.139.60,1,68.56988529,,,,,,
192.170.139.65,1,68.56997185,,,,,,
192.170.139.98,2451,68.78213629,,,,,,
192.170.139.99,1397,68.90306396,,,,,,
192.170.2.0,2,68.90323709,,,,,,
192.170.2.1,2,68.90341021,,,,,,
192.170.2.10,1,68.90349677,,,,,,
192.170.2.11,1,68.90358334,,,,,,
192.170.2.12,2,68.90375646,,,,,,
192.170.2.13,2,68.90392959,,,,,,
192.170.2.14,3,68.90418927,,,,,,
192.170.2.15,3,68.90444896,,,,,,
192.170.2.16,2,68.90462209,,,,,,
192.170.2.17,2,68.90479521,,,,,,
192.170.2.18,2,68.90496834,,,,,,
192.170.2.19,2,68.90514146,,,,,,
192.170.2.197,1,68.90522802,,,,,,
192.170.2.2,3,68.90548771,,,,,,
192.170.2.20,1,68.90557427,,,,,,
192.170.2.202,1,68.90566083,,,,,,
192.170.2.21,2,68.90583396,,,,,,
192.170.2.213,1,68.90592052,,,,,,
192.170.2.218,1,68.90600708,,,,,,
192.170.2.22,1,68.90609365,,,,,,
192.170.2.225,1,68.90618021,,,,,,
192.170.2.23,1,68.90626677,,,,,,
192.170.2.24,3,68.90652646,,,,,,
192.170.2.245,1,68.90661302,,,,,,
192.170.2.25,1,68.90669958,,,,,,
192.170.2.250,1,68.90678615,,,,,,
192.170.2.26,2,68.90695927,,,,,,
192.170.2.28,2,68.9071324,,,,,,
192.170.2.29,2,68.90730552,,,,,,
192.170.2.3,3,68.90756521,,,,,,
192.170.2.30,2,68.90773833,,,,,,
192.170.2.31,1,68.90782489,,,,,,
192.170.2.32,1,68.90791146,,,,,,
192.170.2.33,1,68.90799802,,,,,,
192.170.2.34,1,68.90808458,,,,,,
192.170.2.35,2,68.90825771,,,,,,
192.170.2.36,2,68.90843083,,,,,,
192.170.2.37,2,68.90860396,,,,,,
192.170.2.38,2,68.90877708,,,,,,
192.170.2.39,2,68.90895021,,,,,,
192.170.2.4,2,68.90912333,,,,,,
192.170.2.40,4,68.90946958,,,,,,
192.170.2.41,2,68.90964271,,,,,,
192.170.2.42,2,68.90981583,,,,,,
192.170.2.43,1,68.90990239,,,,,,
192.170.2.44,2,68.91007552,,,,,,
192.170.2.45,3,68.9103352,,,,,,
192.170.2.46,2,68.91050833,,,,,,
192.170.2.47,3,68.91076802,,,,,,
192.170.2.48,2,68.91094114,,,,,,
192.170.2.49,2,68.91111427,,,,,,
192.170.2.5,1,68.91120083,,,,,,
192.170.2.50,3,68.91146052,,,,,,
192.170.2.51,2,68.91163364,,,,,,
192.170.2.52,1,68.9117202,,,,,,
192.170.2.53,1,68.91180677,,,,,,
192.170.2.54,1,68.91189333,,,,,,
192.170.2.55,1,68.91197989,,,,,,
192.170.2.56,1,68.91206645,,,,,,
192.170.2.57,1,68.91215301,,,,,,
192.170.2.58,1,68.91223958,,,,,,
192.170.2.59,2,68.9124127,,,,,,
192.170.2.6,3,68.91267239,,,,,,
192.170.2.60,2,68.91284551,,,,,,
192.170.2.61,3,68.9131052,,,,,,
192.170.2.63,2,68.91327833,,,,,,
192.170.2.64,1,68.91336489,,,,,,
192.170.2.65,1,68.91345145,,,,,,
192.170.2.7,2,68.91362458,,,,,,
192.170.2.8,1,68.91371114,,,,,,
192.170.2.9,3,68.91397083,,,,,,
192.170.200.10,1136,69.01230571,,,,,,
192.170.200.11,764,69.07843938,,,,,,
192.170.200.12,817,69.14916086,,,,,,
192.170.200.13,905,69.22749984,,,,,,
192.170.200.14,704,69.28843976,,,,,,
192.170.200.15,863,69.36314312,,,,,,
192.170.200.16,2822,69.60742221,,,,,,
192.170.200.17,1920,69.77362201,,,,,,
192.170.200.18,1805,69.92986714,,,,,,
192.170.200.19,820,70.00084831,,,,,,
192.170.200.2,1008,70.08810321,,,,,,
192.170.200.20,1143,70.18704403,,,,,,
192.170.200.21,718,70.24919584,,,,,,
192.170.200.22,765,70.31541607,,,,,,
192.170.200.23,1154,70.41530908,,,,,,
192.170.200.24,820,70.48629025,,,,,,
192.170.200.25,760,70.55207767,,,,,,
192.170.200.26,734,70.61561447,,,,,,
192.170.200.27,1041,70.70572593,,,,,,
192.170.200.28,902,70.78380521,,,,,,
192.170.200.29,794,70.85253576,,,,,,
192.170.200.3,1018,70.94065628,,,,,,
192.170.200.30,853,71.01449401,,,,,,
192.170.200.31,1643,71.15671603,,,,,,
192.170.200.32,1642,71.29885149,,,,,,
192.170.200.33,2335,71.50097469,,,,,,
192.170.200.4,709,71.56234743,,,,,,
192.170.200.5,1113,71.65869138,,,,,,
192.170.200.6,819,71.72958599,,,,,,
192.170.200.7,720,71.79191092,,,,,,
192.170.200.8,766,71.85821771,,,,,,
192.170.200.9,825,71.92963169,,,,,,
192.170.201.100,3,71.92989138,,,,,,
192.170.201.101,3,71.93015107,,,,,,
192.170.201.102,3,71.93041076,,,,,,
192.170.201.103,3,71.93067044,,,,,,
192.170.201.104,3,71.93093013,,,,,,
192.170.201.105,3,71.93118982,,,,,,
192.170.201.106,3,71.9314495,,,,,,
192.170.201.107,3,71.93170919,,,,,,
192.170.201.108,3,71.93196888,,,,,,
192.170.201.109,3,71.93222857,,,,,,
192.170.201.110,3,71.93248825,,,,,,
192.170.201.111,3,71.93274794,,,,,,
192.170.201.112,3,71.93300763,,,,,,
192.170.201.113,3,71.93326732,,,,,,
192.170.201.114,3,71.933527,,,,,,
192.170.201.117,3,71.93378669,,,,,,
192.170.201.118,3,71.93404638,,,,,,
192.170.201.120,3,71.93430606,,,,,,
192.170.201.121,3,71.93456575,,,,,,
192.170.201.122,3,71.93482544,,,,,,
192.170.201.123,3,71.93508513,,,,,,
192.170.201.124,3,71.93534481,,,,,,
192.170.201.125,3,71.9356045,,,,,,
192.170.201.126,3,71.93586419,,,,,,
192.170.201.127,3,71.93612387,,,,,,
192.170.201.128,3,71.93638356,,,,,,
192.170.201.129,3,71.93664325,,,,,,
192.170.201.98,3,71.93690294,,,,,,
192.170.201.99,3,71.93716262,,,,,,
192.170.203.100,1349,72.0539353,,,,,,
192.170.203.101,944,72.1356502,,,,,,
192.170.203.102,878,72.21165199,,,,,,
192.170.203.103,1352,72.32868436,,,,,,
192.170.203.104,1855,72.48925761,,,,,,
192.170.203.105,887,72.56603845,,,,,,
192.170.203.106,941,72.64749367,,,,,,
192.170.203.107,3882,72.98352891,,,,,,
192.170.203.108,2536,73.20305115,,,,,,
192.170.203.109,1097,73.2980101,,,,,,
192.170.203.110,833,73.37011658,,,,,,
192.170.203.111,1259,73.47909864,,,,,,
192.170.203.112,1873,73.64123002,,,,,,
192.170.203.113,895,73.71870336,,,,,,
192.170.203.114,932,73.79937952,,,,,,
192.170.203.115,957,73.88221974,,,,,,
192.170.203.116,1135,73.98046806,,,,,,
192.170.203.117,892,74.05768172,,,,,,
192.170.203.118,1416,74.18025408,,,,,,
192.170.203.119,1132,74.27824271,,,,,,
192.170.203.120,1143,74.37718354,,,,,,
192.170.203.121,1427,74.50070808,,,,,,
192.170.203.122,891,74.57783518,,,,,,
192.170.203.123,1019,74.66604226,,,,,,
192.170.203.124,1563,74.80133929,,,,,,
192.170.203.125,1779,74.9553338,,,,,,
192.170.203.126,1069,75.04786901,,,,,,
192.170.203.127,962,75.13114204,,,,,,
192.170.203.128,918,75.21060632,,,,,,
192.170.203.129,1337,75.32634025,,,,,,
192.170.203.98,1017,75.41437421,,,,,,
192.170.203.99,3140,75.68618014,,,,,,
192.170.204.10,1804,75.84233871,,,,,,
192.170.204.100,6,75.84285808,,,,,,
192.170.204.101,6,75.84337746,,,,,,
192.170.204.102,6,75.84389683,,,,,,
192.170.204.103,6,75.84441621,,,,,,
192.170.204.104,6,75.84493558,,,,,,
192.170.204.105,6,75.84545495,,,,,,
192.170.204.106,6,75.84597433,,,,,,
192.170.204.107,6,75.8464937,,,,,,
192.170.204.108,6,75.84701308,,,,,,
192.170.204.109,6,75.84753245,,,,,,
192.170.204.11,1928,76.01442476,,,,,,
192.170.204.110,6,76.01494413,,,,,,
192.170.204.111,6,76.01546351,,,,,,
192.170.204.112,6,76.01598288,,,,,,
192.170.204.113,6,76.01650226,,,,,,
192.170.204.114,6,76.01702163,,,,,,
192.170.204.115,6,76.017541,,,,,,
192.170.204.116,6,76.01806038,,,,,,
192.170.204.117,6,76.01857975,,,,,,
192.170.204.118,6,76.01909913,,,,,,
192.170.204.119,6,76.0196185,,,,,,
192.170.204.12,1119,76.11648183,,,,,,
192.170.204.121,6,76.1170012,,,,,,
192.170.204.122,6,76.11752058,,,,,,
192.170.204.123,6,76.11803995,,,,,,
192.170.204.124,6,76.11855932,,,,,,
192.170.204.125,6,76.1190787,,,,,,
192.170.204.126,6,76.11959807,,,,,,
192.170.204.127,6,76.12011745,,,,,,
192.170.204.128,6,76.12063682,,,,,,
192.170.204.129,6,76.1211562,,,,,,
192.170.204.13,1641,76.26320509,,,,,,
192.170.204.14,1426,76.38664308,,,,,,
192.170.204.15,1691,76.53302009,,,,,,
192.170.204.16,2345,76.73600892,,,,,,
192.170.204.17,5681,77.22776991,,,,,,
192.170.204.18,3341,77.51697489,,,,,,
192.170.204.19,1847,77.67685564,,,,,,
192.170.204.2,1272,77.78696301,,,,,,
192.170.204.20,1804,77.94312158,,,,,,
192.170.204.21,1477,78.07097424,,,,,,
192.170.204.22,1994,78.24357967,,,,,,
192.170.204.23,1815,78.40069042,,,,,,
192.170.204.24,1449,78.52611934,,,,,,
192.170.204.25,2023,78.70123507,,,,,,
192.170.204.26,1479,78.82926086,,,,,,
192.170.204.27,1666,78.97347382,,,,,,
192.170.204.28,1636,79.1150899,,,,,,
192.170.204.29,1130,79.21290541,,,,,,
192.170.204.3,1501,79.34283558,,,,,,
192.170.204.30,1835,79.50167758,,,,,,
192.170.204.31,1440,79.62632743,,,,,,
192.170.204.32,1454,79.75218916,,,,,,
192.170.204.33,1722,79.90124961,,,,,,
192.170.204.4,1475,80.02892915,,,,,,
192.170.204.5,1803,80.18500116,,,,,,
192.170.204.6,1454,80.31086289,,,,,,
192.170.204.7,1469,80.43802305,,,,,,
192.170.204.8,1967,80.60829129,,,,,,
192.170.204.9,1469,80.73545146,,,,,,
192.170.204.98,6,80.73597083,,,,,,
192.170.204.99,6,80.73649021,,,,,,
192.170.3.0,1,80.73657677,,,,,,
192.170.3.17,1,80.73666333,,,,,,
192.170.3.255,1,80.73674989,,,,,,
192.170.3.37,1,80.73683646,,,,,,
192.170.3.42,1,80.73692302,,,,,,
192.170.3.72,1,80.73700958,,,,,,
192.170.3.76,1,80.73709614,,,,,,
192.170.5.66,2408,80.9455384,,,,,,
192.170.5.67,1495,81.07494919,,,,,,
192.170.5.68,1765,81.22773182,,,,,,
192.170.5.69,1693,81.37428196,,,,,,
192.170.5.70,1741,81.5249871,,,,,,
192.170.5.71,1777,81.67880849,,,,,,
192.170.5.72,2078,81.85868515,,,,,,
192.170.5.73,1728,82.00826498,,,,,,
192.170.5.74,1688,82.15438231,,,,,,
192.170.5.75,6299,82.69963886,,,,,,
192.170.5.76,1539,82.83285839,,,,,,
192.170.5.77,5908,83.34426905,,,,,,
192.170.5.78,1739,83.49480106,,,,,,
192.170.5.79,2414,83.70376269,,,,,,
192.170.5.80,5947,84.21854928,,,,,,
192.170.5.81,5283,84.67585844,,,,,,
192.170.5.82,5451,85.14771008,,,,,,
192.170.5.83,5897,85.65816855,,,,,,
192.170.5.84,5879,86.16706889,,,,,,
192.170.5.85,2386,86.37360678,,,,,,
192.170.5.86,1373,86.49245695,,,,,,
192.170.5.87,5889,87.00222292,,,,,,
192.170.5.88,2285,87.200018,,,,,,
192.170.5.89,1376,87.31912787,,,,,,
192.170.5.90,2395,87.52644481,,,,,,
192.170.5.91,5961,88.04244328,,,,,,
192.170.5.92,1603,88.1812028,,,,,,
192.170.5.93,2465,88.39457912,,,,,,
192.170.5.94,2395,88.60189606,,,,,,
192.170.5.95,5441,89.07288208,,,,,,
192.170.5.96,5454,89.5449934,,,,,,
192.170.5.97,1650,89.68782136,,,,,,
192.170.64.100,3,89.68808105,,,,,,
192.170.64.101,3,89.68834074,,,,,,
192.170.64.102,2,89.68851386,,,,,,
192.170.64.103,3,89.68877355,,,,,,
192.170.64.104,3,89.68903324,,,,,,
192.170.64.105,2,89.68920636,,,,,,
192.170.64.106,3,89.68946605,,,,,,
192.170.64.107,2,89.68963917,,,,,,
192.170.64.108,3,89.68989886,,,,,,
192.170.64.109,3,89.69015855,,,,,,
192.170.64.110,3,89.69041823,,,,,,
192.170.64.111,3,89.69067792,,,,,,
192.170.64.112,3,89.69093761,,,,,,
192.170.64.113,3,89.6911973,,,,,,
192.170.64.114,3,89.69145698,,,,,,
192.170.64.115,3,89.69171667,,,,,,
192.170.64.116,3,89.69197636,,,,,,
192.170.64.117,3,89.69223605,,,,,,
192.170.64.118,3,89.69249573,,,,,,
192.170.64.119,3,89.69275542,,,,,,
192.170.64.120,3,89.69301511,,,,,,
192.170.64.121,3,89.69327479,,,,,,
192.170.64.122,3,89.69353448,,,,,,
192.170.64.123,3,89.69379417,,,,,,
192.170.64.124,3,89.69405386,,,,,,
192.170.64.125,3,89.69431354,,,,,,
192.170.64.126,3,89.69457323,,,,,,
192.170.64.127,3,89.69483292,,,,,,
192.170.64.128,3,89.6950926,,,,,,
192.170.64.129,3,89.69535229,,,,,,
192.170.64.130,768,89.76183221,,,,,,
192.170.64.131,1626,89.90258268,,,,,,
192.170.64.132,1567,90.03822596,,,,,,
192.170.64.133,1566,90.17378267,,,,,,
192.170.64.134,1502,90.3037994,,,,,,
192.170.64.135,1577,90.4403083,,,,,,
192.170.64.136,1451,90.56591034,,,,,,
192.170.64.137,1507,90.69635988,,,,,,
192.170.64.138,1570,90.83226284,,,,,,
192.170.64.139,1373,90.95111302,,,,,,
192.170.64.140,1471,91.07844631,,,,,,
192.170.64.141,1617,91.21841771,,,,,,
192.170.64.142,1327,91.33328601,,,,,,
192.170.64.143,1513,91.46425492,,,,,,
192.170.64.144,1307,91.57739198,,,,,,
192.170.64.145,726,91.64023628,,,,,,
192.170.64.146,1385,91.7601252,,,,,,
192.170.64.147,1575,91.89646098,,,,,,
192.170.64.148,1577,92.03296989,,,,,,
192.170.64.149,1575,92.16930567,,,,,,
192.170.64.150,1445,92.29438833,,,,,,
192.170.64.151,1574,92.43063755,,,,,,
192.170.64.152,1510,92.56134677,,,,,,
192.170.64.153,1460,92.68772788,,,,,,
192.170.64.154,1566,92.82328459,,,,,,
192.170.64.155,1664,92.96732443,,,,,,
192.170.64.156,1611,93.10677645,,,,,,
192.170.64.157,1483,93.23514849,,,,,,
192.170.64.158,1280,93.34594836,,,,,,
192.170.64.159,3267,93.62874772,,,,,,
192.170.64.160,3276,93.91232614,,,,,,
192.170.64.161,1698,94.05930909,,,,,,
192.170.64.34,6,94.05982847,,,,,,
192.170.64.35,6,94.06034784,,,,,,
192.170.64.36,5,94.06078065,,,,,,
192.170.64.38,6,94.06130003,,,,,,
192.170.64.39,5,94.06173284,,,,,,
192.170.64.40,6,94.06225222,,,,,,
192.170.64.41,6,94.06277159,,,,,,
192.170.64.43,6,94.06329096,,,,,,
192.170.64.44,6,94.06381034,,,,,,
192.170.64.45,6,94.06432971,,,,,,
192.170.64.46,6,94.06484909,,,,,,
192.170.64.47,6,94.06536846,,,,,,
192.170.64.48,6,94.06588784,,,,,,
192.170.64.49,6,94.06640721,,,,,,
192.170.64.50,6,94.06692658,,,,,,
192.170.64.51,6,94.06744596,,,,,,
192.170.64.52,6,94.06796533,,,,,,
192.170.64.53,6,94.06848471,,,,,,
192.170.64.54,6,94.06900408,,,,,,
192.170.64.55,6,94.06952346,,,,,,
192.170.64.56,6,94.07004283,,,,,,
192.170.64.57,6,94.07056221,,,,,,
192.170.64.58,6,94.07108158,,,,,,
192.170.64.59,6,94.07160095,,,,,,
192.170.64.60,6,94.07212033,,,,,,
192.170.64.61,6,94.0726397,,,,,,
192.170.64.62,6,94.07315908,,,,,,
192.170.64.63,6,94.07367845,,,,,,
192.170.64.64,6,94.07419783,,,,,,
192.170.64.65,6,94.0747172,,,,,,
192.170.64.98,3,94.07497689,,,,,,
192.170.64.99,3,94.07523658,,,,,,
192.170.65.100,3052,94.33942502,,,,,,
192.170.65.101,1506,94.46978799,,,,,,
192.170.65.102,1652,94.61278908,,,,,,
192.170.65.103,3051,94.87689096,,,,,,
192.170.65.104,1691,95.02326797,,,,,,
192.170.65.105,1648,95.16592281,,,,,,
192.170.65.106,1502,95.29593953,,,,,,
192.170.65.107,1616,95.43582437,,,,,,
192.170.65.108,819,95.50671897,,,,,,
192.170.65.109,1511,95.63751476,,,,,,
192.170.65.110,1323,95.75203681,,,,,,
192.170.65.111,1439,95.87660011,,,,,,
192.170.65.112,1686,96.02254431,,,,,,
192.170.65.113,1647,96.16511258,,,,,,
192.170.65.114,1497,96.29469649,,,,,,
192.170.65.115,1661,96.43847664,,,,,,
192.170.65.116,1772,96.59186521,,,,,,
192.170.65.117,1696,96.73867504,,,,,,
192.170.65.118,3675,97.05679186,,,,,,
192.170.65.119,1768,97.20983418,,,,,,
192.170.65.120,3745,97.53401037,,,,,,
192.170.65.121,3677,97.85230031,,,,,,
192.170.65.122,1694,97.99893701,,,,,,
192.170.65.123,1577,98.13544592,,,,,,
192.170.65.124,1524,98.26736701,,,,,,
192.170.65.125,1759,98.41963027,,,,,,
192.170.65.126,1823,98.57743353,,,,,,
192.170.65.127,1471,98.70476682,,,,,,
192.170.65.128,1485,98.83331198,,,,,,
192.170.65.129,3069,99.09897198,,,,,,
192.170.65.162,5,99.0994048,,,,,,
192.170.65.163,10,99.10027042,,,,,,
192.170.65.164,17,99.10174198,,,,,,
192.170.65.165,2,99.10191511,,,,,,
192.170.65.166,3,99.10217479,,,,,,
192.170.65.167,17,99.10364635,,,,,,
192.170.65.168,5,99.10407917,,,,,,
192.170.65.169,3,99.10433885,,,,,,
192.170.65.170,2,99.10451198,,,,,,
192.170.65.171,6,99.10503135,,,,,,
192.170.65.172,9,99.10581041,,,,,,
192.170.65.173,1,99.10589698,,,,,,
192.170.65.174,1,99.10598354,,,,,,
192.170.65.175,6,99.10650291,,,,,,
192.170.65.176,8,99.10719541,,,,,,
192.170.65.178,1,99.10728198,,,,,,
192.170.65.179,6,99.10780135,,,,,,
192.170.65.180,3,99.10806104,,,,,,
192.170.65.181,5,99.10849385,,,,,,
192.170.65.182,3,99.10875354,,,,,,
192.170.65.183,3,99.10901322,,,,,,
192.170.65.184,6,99.1095326,,,,,,
192.170.65.185,3,99.10979228,,,,,,
192.170.65.186,4,99.11013853,,,,,,
192.170.65.187,6,99.11065791,,,,,,
192.170.65.188,6,99.11117728,,,,,,
192.170.65.190,5,99.1116101,,,,,,
192.170.65.191,2,99.11178322,,,,,,
192.170.65.192,6,99.11230259,,,,,,
192.170.65.193,3,99.11256228,,,,,,
192.170.65.194,5,99.11299509,,,,,,
192.170.65.195,5,99.11342791,,,,,,
192.170.65.196,5,99.11386072,,,,,,
192.170.65.197,5,99.11429353,,,,,,
192.170.65.198,5,99.11472634,,,,,,
192.170.65.199,5,99.11515915,,,,,,
192.170.65.200,5,99.11559197,,,,,,
192.170.65.201,5,99.11602478,,,,,,
192.170.65.202,5,99.11645759,,,,,,
192.170.65.203,5,99.1168904,,,,,,
192.170.65.204,5,99.11732321,,,,,,
192.170.65.205,5,99.11775603,,,,,,
192.170.65.206,5,99.11818884,,,,,,
192.170.65.207,5,99.11862165,,,,,,
192.170.65.208,5,99.11905446,,,,,,
192.170.65.209,5,99.11948727,,,,,,
192.170.65.210,5,99.11992009,,,,,,
192.170.65.211,5,99.1203529,,,,,,
192.170.65.212,5,99.12078571,,,,,,
192.170.65.213,5,99.12121852,,,,,,
192.170.65.214,5,99.12165133,,,,,,
192.170.65.215,5,99.12208415,,,,,,
192.170.65.217,5,99.12251696,,,,,,
192.170.65.218,5,99.12294977,,,,,,
192.170.65.219,5,99.12338258,,,,,,
192.170.65.220,5,99.12381539,,,,,,
192.170.65.221,5,99.12424821,,,,,,
192.170.65.222,5,99.12468102,,,,,,
192.170.65.223,5,99.12511383,,,,,,
192.170.65.224,5,99.12554664,,,,,,
192.170.65.225,5,99.12597945,,,,,,
192.170.65.98,1582,99.26292117,,,,,,
192.170.65.99,875,99.33866327,,,,,,
192.170.67.226,177,99.35398481,,,,,,
192.170.67.227,184,99.36991229,,,,,,
192.170.67.228,178,99.3853204,,,,,,
192.170.67.229,147,99.39804507,,,,,,
192.170.67.230,252,99.4198588,,,,,,
192.170.67.231,178,99.43526691,,,,,,
192.170.67.232,170,99.44998251,,,,,,
192.170.67.233,254,99.47196936,,,,,,
192.170.67.234,142,99.48426122,,,,,,
192.170.67.235,218,99.50313183,,,,,,
192.170.67.236,510,99.54727865,,,,,,
192.170.67.237,113,99.5570602,,,,,,
192.170.67.238,434,99.59462828,,,,,,
192.170.67.239,167,99.6090842,,,,,,
192.170.67.240,181,99.624752,,,,,,
192.170.67.241,263,99.64751791,,,,,,
192.170.67.242,143,99.65989633,,,,,,
192.170.67.243,208,99.67790131,,,,,,
192.170.67.244,182,99.69365567,,,,,,
192.170.67.245,171,99.70845784,,,,,,
192.170.67.246,185,99.72447188,,,,,,
192.170.67.247,190,99.74091874,,,,,,
192.170.67.248,284,99.76550246,,,,,,
192.170.67.249,178,99.78091057,,,,,,
192.170.67.250,163,99.79502024,,,,,,
192.170.67.251,176,99.81025522,,,,,,
192.170.67.252,282,99.83466582,,,,,,
192.170.67.253,227,99.85431548,,,,,,
192.170.67.254,745,99.91880447,,,,,,
192.170.67.255,420,99.95516068,,,,,,
192.170.68.0,138,99.96710629,,,,,,
192.170.68.1,176,99.98234127,,,,,,
192.170.69.66,7,99.98294721,,,,,,
192.170.69.67,6,99.98346658,,,,,,
192.170.69.68,7,99.98407252,,,,,,
192.170.69.69,7,99.98467846,,,,,,
192.170.69.70,6,99.98519783,,,,,,
192.170.69.71,7,99.98580377,,,,,,
192.170.69.72,7,99.9864097,,,,,,
192.170.69.73,6,99.98692908,,,,,,
192.170.69.74,7,99.98753501,,,,,,
192.170.69.75,7,99.98814095,,,,,,
192.170.69.76,7,99.98874689,,,,,,
192.170.69.77,6,99.98926626,,,,,,
192.170.69.78,5,99.98969907,,,,,,
192.170.69.79,7,99.99030501,,,,,,
192.170.69.81,7,99.99091095,,,,,,
192.170.69.82,7,99.99151688,,,,,,
192.170.69.83,7,99.99212282,,,,,,
192.170.69.84,7,99.99272876,,,,,,
192.170.69.85,7,99.9933347,,,,,,
192.170.69.86,7,99.99394063,,,,,,
192.170.69.87,7,99.99454657,,,,,,
192.170.69.88,7,99.99515251,,,,,,
192.170.69.89,7,99.99575844,,,,,,
192.170.69.90,7,99.99636438,,,,,,
192.170.69.92,7,99.99697032,,,,,,
192.170.69.93,7,99.99757625,,,,,,
192.170.69.94,7,99.99818219,,,,,,
192.170.69.95,7,99.99878813,,,,,,
192.170.69.96,7,99.99939406,,,,,,
192.170.69.97,7,100,,,,,,
