packet_size,%count,%count
185,60.61723978,49.97440304
186,60.72341518,50.01840015
187,60.74523408,50.04767912
188,60.76213245,50.07285194
189,60.77976701,50.09537408
190,60.85078814,50.12797358
191,60.86760397,50.15793262
192,60.90856414,50.187235
193,60.92239166,50.21744239
194,60.94163546,50.24432594
195,60.95480216,50.26030726
196,60.97109867,50.27742742
197,60.98536964,50.29445853
198,61.00605556,50.3255973
199,61.09662297,50.37170125
200,61.11316862,50.39299813
201,61.12659319,50.40795242
202,61.15108717,50.43033735
203,61.16555244,50.45099374
204,61.18123631,50.46712347
205,61.19238108,50.48054249
206,61.20730518,50.4982916
207,61.21708473,50.51168555
208,61.22930762,50.52384107
209,61.24012581,50.5364936
210,61.27650278,50.56121293
211,61.28687804,50.57290638
212,61.30964075,50.60588781
213,61.32388558,50.62309998
214,61.34304428,50.64809537
215,61.37414236,50.67307987
216,61.38787197,50.68974983
217,61.39688508,50.7051243
218,61.41844355,50.73577462
219,61.43021017,50.75027806
220,61.47149639,50.77058089
221,61.62404823,50.78833132
222,61.83649491,50.81918744
223,61.85617806,50.83502859
224,61.86798723,50.8488048
225,61.87914635,50.861926
226,61.90099601,50.87927702
227,61.90967948,50.89023598
228,61.91934163,50.91401107
229,61.92765393,50.92509832
230,61.93871513,50.94595721
231,61.9594518,50.96726432
232,61.96842492,50.97806497
233,61.97675158,50.99265383
234,62.01459476,51.0165361
235,62.02405543,51.02848878
236,62.03363247,51.03897941
237,62.04286039,51.05292843
238,62.05398208,51.06866998
239,62.06320026,51.07865633
240,62.07109577,51.08972577
241,62.08095221,51.1067239
242,62.09263886,51.13889597
243,62.10161301,51.1497606
244,62.11502784,51.16478613
245,62.12684009,51.18243992
246,62.13823349,51.21450052
247,62.1649842,51.23347619
248,62.17405268,51.24593282
249,62.18446946,51.25655735
250,62.20830569,51.27659106
251,62.21921155,51.28954274
252,62.22765305,51.30210458
253,62.23668718,51.31473304
254,62.24830461,51.33298511
255,62.2580657,51.34364064
256,62.26815694,51.35410851
257,62.27805594,51.36533692
258,62.29165174,51.37968271
259,62.3005372,51.39026338
