IP Total Length (bytes),%count,%count
1015,44.10231598,44.91600333
1016,44.10717179,44.92050749
1017,44.11253224,44.92598829
1018,44.12340018,44.93221333
1019,44.12785497,44.93675069
1020,44.13260384,44.94136552
1021,44.13735606,44.94626809
1022,44.14406665,44.95441597
1023,44.14849136,44.9586075
1024,44.15509166,44.9634077
1025,44.15918217,44.96742492
1026,44.16356344,44.97179628
1027,44.16751359,44.97568347
1028,44.1728072,44.98129154
1029,44.17698795,44.98530877
1030,44.1812088,44.9895086
1031,44.18518235,44.99297802
1032,44.18975745,44.99697588
1033,44.20167141,45.01041089
1034,44.20678456,45.01483759
1035,44.21066787,45.01821018
1036,44.21651624,45.02421942
1037,44.22154918,45.02833347
1038,44.22595384,45.0322926
1039,44.22968008,45.03622406
1040,44.23352664,45.04002825
1041,44.2376205,45.04407867
1042,44.24133338,45.0476975
1043,44.24532698,45.05176729
1044,44.25058717,45.05725086
1045,44.25483141,45.06116848
1046,44.25951345,45.06748206
1047,44.26337672,45.07128348
1048,44.26848652,45.07647655
1049,44.27480944,45.08294782
1050,44.27914726,45.08668561
1051,44.28251926,45.09045937
1052,44.28700078,45.09521253
1053,44.2923111,45.10060757
1054,44.29641833,45.10488209
1055,44.29996411,45.10922302
1056,44.30561196,45.11407855
1057,44.3100467,45.11825348
1058,44.31455161,45.12473305
1059,44.31875241,45.12879178
1060,44.32704373,45.13590769
1061,44.33154196,45.14098732
1062,44.33654482,45.14590372
1063,44.33999369,45.14977985
1064,44.41610269,45.20515503
1065,44.42562384,45.21337762
1066,44.42980793,45.21732014
1067,44.43379819,45.22088916
1068,44.43797559,45.22505579
1069,44.4432692,45.22999985
1070,44.44737643,45.23426055
1071,44.45098905,45.23785724
1072,44.4564932,45.24156736
1073,44.46061379,45.24523875
1074,44.46460739,45.24908721
1075,44.4678925,45.25242936
1076,44.50175623,45.2840332
1077,44.50555266,45.28795912
1078,44.51087635,45.29313005
1079,44.5155918,45.29825672
1080,44.51991625,45.30227395
1081,44.5251731,45.30779071
1082,44.52842814,45.31137634
1083,44.53188703,45.31508646
1084,44.53607112,45.31897089
1085,44.54203311,45.32454022
1086,44.54635422,45.32843018
1087,44.55029435,45.3321735
1088,44.55457202,45.33608836
1089,44.55832834,45.33933645
1090,44.56272631,45.34386274
1091,44.56651271,45.34834754
1092,44.66541365,45.46696082
1093,44.6759875,45.47270999
1094,44.67977724,45.47649758
1095,44.68291197,45.47981484
1096,44.68734336,45.48433007
1097,44.69139043,45.48825599
1098,44.69863238,45.49294276
1099,44.7020378,45.49644814
1100,44.70651598,45.50060647
1101,44.71037256,45.50421146
1102,44.71461012,45.50802948
1103,44.71912507,45.51171194
1104,44.72392407,45.51571533
1105,44.73126294,45.52317431
1106,44.73533674,45.52682357
1107,44.73964449,45.53111193
1108,44.74828002,45.53936495
1109,44.75223018,45.54309721
1110,44.75634074,45.5471836
1111,44.75975285,45.55082456
1112,44.76679763,45.55597336
1113,44.77143956,45.56028385
1114,44.77617173,45.56453348
1115,44.78013191,45.56822147
1116,44.78435944,45.57224146
1117,44.79670451,45.58011821
1118,44.8010156,45.58425717
1119,44.80706448,45.59029684
1120,44.81054343,45.59438877
1121,44.81470746,45.59847793
1122,44.81782548,45.60175921
1123,44.82134453,45.60501837
1124,44.82547515,45.60885576
1125,44.82933841,45.61262122
1126,44.83329859,45.61633687
1127,44.83661713,45.61974266
1128,44.84099505,45.62362985
1129,44.84620845,45.62840792
1130,44.84919613,45.6316975
1131,44.85222392,45.63489579
1132,44.85762112,45.63948295
1133,44.86314199,45.64568309
1134,44.86654406,45.64912761
1135,44.87028368,45.65241167
1136,44.87363897,45.65564869
1137,44.87720146,45.65934774
1138,44.88100792,45.66304127
1139,44.88425627,45.66620912
1140,44.88919563,45.67104805
1141,44.89278152,45.67482458
1142,44.89589285,45.67848767
1143,44.8991011,45.68179385
1144,44.90314483,45.68545418
1145,44.90695128,45.68934137
1146,44.91125902,45.69351076
1147,44.91501535,45.69748372
1148,44.9188853,45.70132388
1149,44.92257144,45.70497313
1150,44.92614061,45.70858366
1151,44.92957277,45.71227718
1152,44.93367666,45.71652681
1153,44.93682141,45.71962273
1154,44.94018338,45.72341032
1155,44.94320114,45.72681611
1156,44.94658317,45.73023019
1157,44.95105801,45.73466796
1158,44.95393206,45.73805438
1159,44.95719712,45.74157083
1160,44.96199947,45.74607776
1161,44.97663376,45.76140243
1162,44.98171349,45.76738676
1163,44.98487829,45.77084235
1164,44.98875827,45.77486511
1165,44.99231407,45.77849223
1166,44.996047,45.78248456
1167,44.99900127,45.78551408
1168,45.00258047,45.78956174
1169,45.00847228,45.79493741
1170,45.01164377,45.79814123
1171,45.01461808,45.80145018
1172,45.01826412,45.80502197
1173,45.02124846,45.80798509
1174,45.02545929,45.81153751
1175,45.02865417,45.81492947
1176,45.03248067,45.81882496
1177,45.03611669,45.82267895
1178,45.0397126,45.82696177
1179,45.04710159,45.83509306
1180,45.05519574,45.88971847
1181,45.05992122,45.89520481
1182,45.06563591,45.90018761
1183,45.07046499,45.90399456
1184,45.07460564,45.90868686
1185,45.07857919,45.91264599
1186,45.08398976,45.91728848
1187,45.0874286,45.92093774
1188,45.09291604,45.9262719
1189,45.0977351,45.9307484
1190,45.1152401,45.94727657
1191,45.12013602,45.9521653
1192,45.12695021,45.95871128
1193,45.13192634,45.96377154
1194,45.13618395,45.96778877
1195,45.14131046,45.97258897
1196,45.14693826,45.9773034
1197,45.1541468,45.98403474
1198,45.1592967,45.98900094
1199,45.16408234,45.99365727
1200,45.17038521,46.00124628
1201,45.17653435,46.00788356
1202,45.18147038,46.01297702
1203,45.18632953,46.01764718
1204,45.19144268,46.02244738
1205,45.19603449,46.02730568
1206,45.19989107,46.03176281
1207,45.2062942,46.03883445
1208,45.21194873,46.04413542
1209,45.21838528,46.04999526
1210,45.22969435,46.06465592
1211,45.23475403,46.06965808
1212,45.23983376,46.07478751
1213,45.24860965,46.08243463
1214,45.25274361,46.08637992
1215,45.25689428,46.09065168
1216,45.27093705,46.1046179
1217,45.27470006,46.10893393
1218,45.27960935,46.11320569
1219,45.28450193,46.11759089
1220,45.35356281,46.12303295
1221,45.35784047,46.12782485
1222,45.37015212,46.14082827
1223,45.3758334,46.14676004
1224,45.38000078,46.15131123
1225,45.38511726,46.1564794
1226,45.39308441,46.17459841
1227,45.39799704,46.17946778
1228,45.40830688,46.19330397
1229,45.41396476,46.19904207
1230,45.43307723,46.21099968
1231,45.43794976,46.21577774
1232,45.44679249,46.22402799
1233,45.45429511,46.23155891
1234,45.45942497,46.23681008
1235,45.46629931,46.24356632
1236,45.47192043,46.24961982
1237,45.47923256,46.25749934
1238,45.4852146,46.26294694
1239,45.48882388,46.26624206
1240,45.50232192,46.28250463
1241,45.50700061,46.28692856
1242,45.51113792,46.2927801
1243,45.51665209,46.29815023
1244,45.52253388,46.30247733
1245,45.54496154,46.32791145
1246,45.5500279,46.33237135
1247,45.55278833,46.33526253
1248,45.55810867,46.3405386
1249,45.56092258,46.34438706
1250,45.56654369,46.34952202
1251,45.5690234,46.35202034
1252,45.6187078,46.40117325
1253,45.62509422,46.40691965
1254,45.6281053,46.41028671
1255,45.63046135,46.41237832
1256,45.64139613,46.42354466
1257,45.65506795,46.43404146
1258,45.65758108,46.43680538
1259,45.66252712,46.44190991
1260,45.67682388,46.45474179
1261,45.6796712,46.45778791
1262,45.68292958,46.46078146
1263,45.68521545,46.46297268
1264,45.68988412,46.46960442
1265,45.72388821,46.49807083
1266,45.72706638,46.50134105
1267,45.72978337,46.50466937
1268,45.73446875,46.50959961
1269,45.73939809,46.5145741
1270,45.74509273,46.52059441
1271,45.74790663,46.52337769
1272,45.75252851,46.52790952
1273,45.76104039,46.53563687
1274,45.76495379,46.53921696
1275,45.77490938,46.54722928
1276,45.78412975,46.55441989
1277,45.78841076,46.55856715
1278,45.7944162,46.56626683
1279,45.79781494,46.56979159
1280,45.91090902,46.7193364
1281,45.92901557,46.7348575
1282,45.93358398,46.73927313
1283,45.9364547,46.74427253
1284,45.94265397,46.75139674
1285,45.94605605,46.75470569
1286,45.95159028,46.75960273
1287,45.95561395,46.76629257
1288,45.96315,46.77279704
1289,45.96763152,46.77786561
1290,45.97525111,46.7826741
1291,45.97814856,46.78640913
1292,46.00326312,46.80938921
1293,46.00883411,46.81545655
1294,46.01583544,46.82251436
1295,46.01943136,46.82594228
1296,46.02636585,46.83303052
1297,46.02979467,46.83670191
1298,46.03824305,46.84506283
1299,46.0432292,46.8562098
1300,46.12007343,46.94414056
1301,46.12601537,46.95307419
1302,46.13740131,46.96401642
1303,46.14495072,46.9710272
1304,46.15077904,46.97771151
1305,46.15642021,46.98459779
1306,46.16759226,46.99547639
1307,46.17173291,46.99951575
1308,46.18021806,47.00912444
1309,46.18519084,47.01476848
1310,46.19591174,47.02544511
1311,46.20019608,47.02960344
1312,46.20834036,47.03779282
1313,46.2121936,47.04228592
1314,46.22304817,47.05368466
1315,46.22921068,47.06066224
1316,46.23554028,47.06771728
1317,46.24156912,47.07371268
1318,46.25273783,47.08510866
1319,46.25753015,47.09000845
1320,46.34519887,47.18570806
1321,46.35225368,47.19349628
1322,46.36313164,47.20377728
1323,46.36845199,47.21058609
1324,46.37653945,47.21892764
1325,46.38196673,47.22462148
1326,46.39389072,47.23631902
1327,46.39855939,47.24114411
1328,46.40402344,47.24532181
1329,46.40709467,47.24889636
1330,46.40949751,47.25180691
1331,46.41542274,47.25468427
1332,46.42076982,47.26047217
1333,46.42290197,47.26285152
1334,46.42464311,47.2649376
1335,46.43420102,47.27412576
1336,46.44471472,47.28465022
1337,46.45611737,47.2973161
1338,46.46771719,47.30911601
1339,46.48506512,47.32567462
1340,46.67378029,47.5430032
1341,46.68700094,47.55727375
1342,46.71826465,47.59763691
1343,46.730847,47.61277344
1344,46.75215512,47.70061566
1345,46.76064361,47.71068363
1346,46.76996423,47.72097292
1347,46.78057485,47.73172703
1348,46.79481145,47.74534188
1349,46.80705292,47.75860813
1350,46.86275947,47.81958308
1351,46.87452973,47.83123912
1352,46.89973787,47.85953124
1353,46.91212639,47.87076674
1354,46.92765965,47.88829922
1355,46.93563014,47.89726328
1356,46.94810221,47.91047143
1357,46.95461228,47.91781421
1358,46.96119587,47.92513485
1359,46.96701082,47.93108599
1360,47.07382877,48.02517815
1361,47.11022234,48.05278966
1362,47.11705657,48.06006328
1363,47.12366022,48.06851826
1364,47.1413791,48.09135724
1365,47.14701359,48.11291248
1366,47.1513982,48.11779844
1367,47.15526815,48.1219374
1368,47.19866638,48.16585851
1369,47.20401681,48.17225785
1370,47.24574074,48.22462012
1371,47.25056648,48.22905511
1372,47.26337608,48.23754054
1373,47.28068725,48.25502045
1374,47.29493388,48.26724919
1375,47.29912799,48.27191382
1376,47.43519113,48.35742096
1377,47.43944875,48.36213263
1378,48.25724455,48.88944604
1379,48.26090396,48.8940415
1380,48.32565376,48.92434223
1381,48.33137847,48.92974556
1382,48.33547567,48.93416949
1383,48.33860037,48.93777724
1384,48.34389398,48.94410742
1385,48.34778398,48.95720767
1386,48.36105477,48.97066759
1387,48.3672273,48.9781985
1388,48.38078549,48.98546381
1389,48.38570815,48.99088651
1390,48.39859461,49.02014697
1391,48.40338359,49.0248448
1392,48.65851284,49.28108956
1393,48.66136684,49.28430998
1394,48.66586507,49.28933151
1395,48.67201087,49.29539331
1396,48.70013651,49.31403523
1397,48.70594812,49.31976503
1398,48.72339965,49.34950136
1399,48.76061867,49.38577535
1400,51.64522805,52.05600466
1401,51.6543114,52.06566316
1402,51.66730147,52.07648919
1403,51.67305292,52.07972621
1404,51.86901672,52.30689312
1405,51.8861608,52.31432167
1406,51.92778782,52.34942259
1407,51.93029426,52.3519624
1408,51.9529592,52.38619459
1409,51.95650832,52.38897511
1410,52.00698476,52.45655414
1411,52.03414124,52.47996305
1412,52.34604979,52.63075287
1413,52.34837577,52.63350849
1414,52.35672724,52.64269665
1415,52.35927379,52.64575937
1416,52.36955021,52.65415349
1417,52.38026108,52.66400288
1418,52.38771691,52.67248001
1419,52.407588,52.69129899
1420,52.90413457,53.09808734
1421,52.90764694,53.10140736
1422,52.91239247,53.1071178
1423,52.9147786,53.10949714
1424,52.92574012,53.1184944
1425,52.92988745,53.12263059
1426,52.95572053,53.16411979
1427,52.95974086,53.16769158
1428,52.97694844,53.18312414
1429,52.97989601,53.18610663
1430,53.20809937,53.42029538
1431,53.21636395,53.42992068
1432,53.28422508,53.49182524
1433,53.28885031,53.49585353
1434,53.31213016,53.50292794
1435,53.31442606,53.50552862
1436,53.32255696,53.53170146
1437,53.3258521,53.53615582
1438,53.34240131,53.55603998
1439,53.34643502,53.55973627
1440,53.6518335,53.84182186
1441,53.67856222,53.85766112
1442,53.68571059,53.86645641
1443,53.68867822,53.8693393
1444,53.69588007,53.87718838
1445,53.6989112,53.88022067
1446,53.70239348,53.88325849
1447,53.77672124,54.00787824
1448,54.06262961,54.25964374
1449,54.06923994,54.26718019
1450,54.31618481,54.55256643
1451,54.47955482,54.72948482
1452,60.46581824,60.48576501
1453,60.97409497,61.02050143
1454,61.20335103,61.28473914
1455,61.27799961,61.35731757
1456,61.4153026,61.46159943
1457,61.53770395,61.58999018
1458,61.55697349,61.6033422
1459,61.56229383,61.60871233
1460,62.04424956,62.1176937
1461,62.04701668,62.12083112
1462,62.05717947,62.14164765
1463,62.05972936,62.14392463
1464,62.07798964,62.17455736
1465,62.08308273,62.17887892
1466,62.88194987,62.80663403
1467,62.88397842,62.80888611
1468,62.89671115,62.81711977
1469,62.90614541,62.82725136
1470,62.95302259,62.89021556
1471,62.95520487,62.89234038
1472,65.00783865,64.96065817
1473,65.04135482,65.00345877
1474,65.10550976,65.07950662
1475,65.10711722,65.08115003
1476,65.46496388,65.35650428
1477,65.46697571,65.35798722
1478,65.46970941,65.36015907
1479,65.47793389,65.36876069
1480,74.90329555,74.97837352
1481,74.91007632,74.98735141
1482,74.91219844,74.99119434
1483,74.91395295,74.99280178
1484,75.00332271,75.08681648
1485,75.01635622,75.10038153
1486,75.02239508,75.10547499
1487,75.0234411,75.10830255
1488,75.03207997,75.11393828
1489,75.03315273,75.11515009
1490,75.03529825,75.1164532
1491,75.03961267,75.12072496
1492,77.93564475,78.50838315
1493,77.93673087,78.50974159
1494,77.93927408,78.51205731
1495,77.94457771,78.51775114
1496,78.06513432,78.65061009
1497,78.06704256,78.65469371
1498,78.06799167,78.65557905
1499,78.06916134,78.65674659
1500,100,100
